scene,model,dino_drift
r16_FR,worldplay,0.7994
r16_FR,yume,0.6896
r16_FR,ours_pca8,0.2672
r16_FR,ours_pca4,0.3535
r16_FR,ours_pca2,0.1709
r16_FR,ours_16node,0.2823
r16_FR,ours_4node,0.3278
r16_FR,ours_noatok,0.3239
r16_FR,ours_noadaln,0.5278
r16_L,astra,0.2384
r16_L,matrixgame,0.9868
r16_L,minwm,0.2848
r16_L,worldcam,0.8365
r16_L,worldplay,0.6538
r16_L,yume,0.4529
r16_L,ours_pca8,0.5604
r16_L,ours_pca4,0.4972
r16_L,ours_pca2,0.6358
r16_L,ours_16node,0.5108
r16_L,ours_4node,0.5955
r16_L,ours_noatok,0.4681
r16_L,ours_noadaln,0.1536
r16_R,astra,0.8007
r16_R,matrixgame,0.7972
r16_R,minwm,0.2889
r16_R,worldcam,0.7553
r16_R,worldplay,0.8245
r16_R,yume,0.2633
r16_R,ours_pca8,0.6361
r16_R,ours_pca4,0.7628
r16_R,ours_pca2,0.596
r16_R,ours_16node,0.7879
r16_R,ours_4node,0.7542
r16_R,ours_noatok,0.6999
r16_R,ours_noadaln,0.7392
r17_B,astra,0.6736
r17_B,matrixgame,0.6655
r17_B,minwm,0.151
r17_B,worldcam,0.4496
r17_B,worldplay,0.571
r17_B,yume,0.3231
r17_B,ours_pca8,0.1169
r17_B,ours_pca4,0.2292
r17_B,ours_pca2,0.0871
r17_B,ours_16node,0.2724
r17_B,ours_4node,0.2105
r17_B,ours_noatok,0.1009
r17_B,ours_noadaln,0.1077
r17_BL,astra,0.5908
r17_BL,matrixgame,0.9511
r17_BL,minwm,0.1686
r17_BL,worldcam,0.7801
r17_BL,worldplay,0.7186
r17_BL,yume,0.719
r17_BL,ours_pca8,0.2793
r17_BL,ours_pca4,0.3423
r17_BL,ours_pca2,0.209
r17_BL,ours_16node,0.3458
r17_BL,ours_4node,0.5207
r17_BL,ours_noatok,0.4779
r17_BL,ours_noadaln,0.1151
r17_BR,astra,0.5701
r17_BR,matrixgame,0.9554
r17_BR,minwm,0.2422
r17_BR,worldcam,0.7592
r17_BR,worldplay,0.654
r17_BR,yume,0.8509
r17_BR,ours_pca8,0.4767
r17_BR,ours_pca4,0.476
r17_BR,ours_pca2,0.3767
r17_BR,ours_16node,0.4983
r17_BR,ours_4node,0.5883
r17_BR,ours_noatok,0.605
r17_BR,ours_noadaln,0.3109
r17_F,astra,0.871
r17_F,matrixgame,0.4764
r17_F,minwm,0.1117
r17_F,worldcam,0.6381
r17_F,worldplay,0.3674
r17_F,yume,0.2394
r17_F,ours_pca8,0.1732
r17_F,ours_pca4,0.2346
r17_F,ours_pca2,0.1653
r17_F,ours_16node,0.2268
r17_F,ours_4node,0.2214
r17_F,ours_noatok,0.2183
r17_F,ours_noadaln,0.1145
r17_FL,astra,0.5506
r17_FL,matrixgame,0.8825
r17_FL,minwm,0.1354
r17_FL,worldcam,0.8096
r17_FL,worldplay,0.7121
r17_FL,yume,0.5485
r17_FL,ours_pca8,0.2771
r17_FL,ours_pca4,0.4255
r17_FL,ours_pca2,0.2835
r17_FL,ours_16node,0.3124
r17_FL,ours_4node,0.3417
r17_FL,ours_noatok,0.3188
r17_FL,ours_noadaln,0.115
r17_FR,astra,0.5089
r17_FR,matrixgame,0.7641
r17_FR,minwm,0.1701
r17_FR,worldcam,0.6891
r17_FR,worldplay,0.5385
r17_FR,yume,0.689
r17_FR,ours_pca8,0.2529
r17_FR,ours_pca4,0.4262
r17_FR,ours_pca2,0.3506
r17_FR,ours_16node,0.2234
r17_FR,ours_4node,0.3386
r17_FR,ours_noatok,0.2178
r17_FR,ours_noadaln,0.2099
r17_L,astra,0.3248
r17_L,matrixgame,0.9394
r17_L,minwm,0.2472
r17_L,worldcam,0.8158
r17_L,worldplay,0.6833
r17_L,yume,0.3595
r17_L,ours_pca8,0.6468
r17_L,ours_pca4,0.7268
r17_L,ours_pca2,0.5379
r17_L,ours_16node,0.6481
r17_L,ours_4node,0.7014
r17_L,ours_noatok,0.7051
r17_L,ours_noadaln,0.1119
r17_R,astra,0.6632
r17_R,matrixgame,0.8323
r17_R,minwm,0.22
r17_R,worldcam,0.7457
r17_R,worldplay,0.5548
r17_R,yume,0.435
r17_R,ours_pca8,0.6661
r17_R,ours_pca4,0.7115
r17_R,ours_pca2,0.598
r17_R,ours_16node,0.7256
r17_R,ours_4node,0.626
r17_R,ours_noatok,0.7456
r17_R,ours_noadaln,0.334
r18_B,astra,0.2421
r18_B,matrixgame,0.5087
r18_B,minwm,0.2259
r18_B,worldcam,0.1175
r18_B,worldplay,0.3187
r18_B,yume,0.2308
r18_B,ours_pca8,0.3245
r18_B,ours_pca4,0.3459
r18_B,ours_pca2,0.2017
r18_B,ours_16node,0.3071
r18_B,ours_4node,0.3741
r18_B,ours_noatok,0.3416
r18_B,ours_noadaln,0.0411
r18_BL,astra,0.8304
r18_BL,matrixgame,0.9678
r18_BL,minwm,0.3676
r18_BL,worldcam,0.818
r18_BL,worldplay,0.6005
r18_BL,yume,0.4642
r18_BL,ours_pca8,0.3896
r18_BL,ours_pca4,0.4209
r18_BL,ours_pca2,0.4686
r18_BL,ours_16node,0.313
r18_BL,ours_4node,0.4805
r18_BL,ours_noatok,0.3752
r18_BL,ours_noadaln,0.0429
r18_BR,astra,0.3725
r18_BR,matrixgame,0.729
r18_BR,minwm,0.3511
r18_BR,worldcam,0.7343
r18_BR,worldplay,0.6584
r18_BR,yume,0.6232
r18_BR,ours_pca8,0.4175
r18_BR,ours_pca4,0.4533
r18_BR,ours_pca2,0.4392
r18_BR,ours_16node,0.5908
r18_BR,ours_4node,0.422
r18_BR,ours_noatok,0.6394
r18_BR,ours_noadaln,0.2999
r18_F,astra,0.15
r18_F,matrixgame,0.4827
r18_F,minwm,0.1133
r18_F,worldcam,0.3508
r18_F,worldplay,0.2559
r18_F,yume,0.1883
r18_F,ours_pca8,0.159
r18_F,ours_pca4,0.1947
r18_F,ours_pca2,0.2666
r18_F,ours_16node,0.1689
r18_F,ours_4node,0.202
r18_F,ours_noatok,0.2463
r18_F,ours_noadaln,0.0445
r18_FL,astra,0.6751
r18_FL,matrixgame,0.911
r18_FL,minwm,0.3169
r18_FL,worldcam,0.8143
r18_FL,worldplay,0.749
r18_FL,yume,0.5663
r18_FL,ours_pca8,0.2292
r18_FL,ours_pca4,0.2494
r18_FL,ours_pca2,0.5797
r18_FL,ours_16node,0.2843
r18_FL,ours_4node,0.3709
r18_FL,ours_noatok,0.5614
r18_FL,ours_noadaln,0.0422
r18_FR,astra,0.4212
r18_FR,matrixgame,0.7957
r18_FR,minwm,0.2577
r18_FR,worldcam,0.8072
r18_FR,worldplay,0.6193
r18_FR,yume,0.5131
r18_FR,ours_pca8,0.2872
r18_FR,ours_pca4,0.275
r18_FR,ours_pca2,0.3126
r18_FR,ours_16node,0.2967
r18_FR,ours_4node,0.2938
r18_FR,ours_noatok,0.3148
r18_FR,ours_noadaln,0.3327
r18_L,astra,0.7566
r18_L,matrixgame,0.6923
r18_L,minwm,0.5238
r18_L,worldcam,0.8483
r18_L,worldplay,0.789
r18_L,yume,0.3491
r18_L,ours_pca8,0.7304
r18_L,ours_pca4,0.6948
r18_L,ours_pca2,0.7202
r18_L,ours_16node,0.5592
r18_L,ours_4node,0.4943
r18_L,ours_noatok,0.5149
r18_L,ours_noadaln,0.0399
r18_R,astra,0.4973
r18_R,matrixgame,0.6701
r18_R,minwm,0.2998
r18_R,worldcam,0.7559
r18_R,worldplay,0.7024
r18_R,yume,0.2569
r18_R,ours_pca8,0.3707
r18_R,ours_pca4,0.6317
r18_R,ours_pca2,0.4686
r18_R,ours_16node,0.536
r18_R,ours_4node,0.5121
r18_R,ours_noatok,0.4223
r18_R,ours_noadaln,0.3235
r19_B,astra,0.1742
r19_B,matrixgame,0.8016
r19_B,minwm,0.1165
r19_B,worldcam,0.2352
r19_B,worldplay,0.2636
r19_B,yume,0.1154
r19_B,ours_pca8,0.1692
r19_B,ours_pca4,0.1743
r19_B,ours_pca2,0.1554
r19_B,ours_16node,0.3398
r19_B,ours_4node,0.1183
r19_B,ours_noatok,0.1239
r19_B,ours_noadaln,0.0615
r19_BL,astra,0.2498
r19_BL,matrixgame,0.927
r19_BL,minwm,0.2235
r19_BL,worldcam,0.897
r19_BL,worldplay,0.4393
r19_BL,yume,0.3419
r19_BL,ours_pca8,0.3381
r19_BL,ours_pca4,0.2104
r19_BL,ours_pca2,0.5069
r19_BL,ours_16node,0.3814
r19_BL,ours_4node,0.5672
r19_BL,ours_noatok,0.2394
r19_BL,ours_noadaln,0.0603
r19_BR,astra,0.8879
r19_BR,matrixgame,0.8786
r19_BR,minwm,0.1949
r19_BR,worldcam,0.812
r19_BR,worldplay,0.5812
r19_BR,yume,0.2723
r19_BR,ours_pca8,0.247
r19_BR,ours_pca4,0.4233
r19_BR,ours_pca2,0.2595
r19_BR,ours_16node,0.4822
r19_BR,ours_4node,0.441
r19_BR,ours_noatok,0.4338
r19_BR,ours_noadaln,0.2826
r19_F,astra,0.149
r19_F,matrixgame,0.6006
r19_F,minwm,0.095
r19_F,worldcam,0.2658
r19_F,worldplay,0.2332
r19_F,yume,0.1443
r19_F,ours_pca8,0.1132
r19_F,ours_pca4,0.107
r19_F,ours_pca2,0.1292
r19_F,ours_16node,0.0976
r19_F,ours_4node,0.1316
r19_F,ours_noatok,0.1016
r19_F,ours_noadaln,0.0603
r19_FL,astra,0.3162
r19_FL,matrixgame,1.0015
r19_FL,minwm,0.2657
r19_FL,worldcam,0.856
r19_FL,worldplay,0.7108
r19_FL,yume,0.2761
r19_FL,ours_pca8,0.2019
r19_FL,ours_pca4,0.256
r19_FL,ours_pca2,0.3338
r19_FL,ours_16node,0.3174
r19_FL,ours_4node,0.2453
r19_FL,ours_noatok,0.393
r19_FL,ours_noadaln,0.0607
r19_FR,astra,0.5431
r19_FR,matrixgame,0.7592
r19_FR,minwm,0.1371
r19_FR,worldcam,0.8999
r19_FR,worldplay,0.5926
r19_FR,yume,0.4255
r19_FR,ours_pca8,0.2944
r19_FR,ours_pca4,0.2653
r19_FR,ours_pca2,0.2382
r19_FR,ours_16node,0.2715
r19_FR,ours_4node,0.2374
r19_FR,ours_noatok,0.237
r19_FR,ours_noadaln,0.3583
r19_L,astra,0.4081
r19_L,matrixgame,1.0446
r19_L,minwm,0.2233
r19_L,worldcam,0.9437
r19_L,worldplay,0.6408
r19_L,yume,0.3578
r19_L,ours_pca8,0.5441
r19_L,ours_pca4,0.5751
r19_L,ours_pca2,0.7567
r19_L,ours_16node,0.5392
r19_L,ours_4node,0.5568
r19_L,ours_noatok,0.5133
r19_L,ours_noadaln,0.0619
r19_R,astra,0.866
r19_R,matrixgame,0.8191
r19_R,minwm,0.1849
r19_R,worldcam,0.8175
r19_R,worldplay,0.4917
r19_R,yume,0.6593
r19_R,ours_pca8,0.3142
r19_R,ours_pca4,0.4445
r19_R,ours_pca2,0.3341
r19_R,ours_16node,0.4732
r19_R,ours_4node,0.5726
r19_R,ours_noatok,0.3854
r19_R,ours_noadaln,0.3167
r20_B,astra,0.2332
r20_B,matrixgame,0.4119
r20_B,minwm,0.1895
r20_B,worldcam,0.1882
r20_B,worldplay,0.2506
r20_B,yume,0.3378
r20_B,ours_pca8,0.325
r20_B,ours_pca4,0.4231
r20_B,ours_pca2,0.3316
r20_B,ours_16node,0.3505
r20_B,ours_4node,0.2722
r20_B,ours_noatok,0.4034
r20_B,ours_noadaln,0.3988
r20_BL,astra,0.279
r20_BL,matrixgame,0.7953
r20_BL,minwm,0.301
r20_BL,worldcam,0.7108
r20_BL,worldplay,0.4691
r20_BL,yume,0.4162
r20_BL,ours_pca8,0.4932
r20_BL,ours_pca4,0.5183
r20_BL,ours_pca2,0.4101
r20_BL,ours_16node,0.4951
r20_BL,ours_4node,0.509
r20_BL,ours_noatok,0.4668
r20_BL,ours_noadaln,0.4053
r20_BR,astra,0.3984
r20_BR,matrixgame,0.7636
r20_BR,minwm,0.2341
r20_BR,worldcam,0.784
r20_BR,worldplay,0.669
r20_BR,yume,0.4887
r20_BR,ours_pca8,0.5748
r20_BR,ours_pca4,0.6762
r20_BR,ours_pca2,0.3791
r20_BR,ours_16node,0.5064
r20_BR,ours_4node,0.565
r20_BR,ours_noatok,0.6114
r20_BR,ours_noadaln,0.644
r20_F,astra,0.1396
r20_F,matrixgame,0.4188
r20_F,minwm,0.1752
r20_F,worldcam,0.5819
r20_F,worldplay,0.2498
r20_F,yume,0.447
r20_F,ours_pca8,0.3396
r20_F,ours_pca4,0.3835
r20_F,ours_pca2,0.3969
r20_F,ours_16node,0.3824
r20_F,ours_4node,0.395
r20_F,ours_noatok,0.3027
r20_F,ours_noadaln,0.3537
r20_FL,astra,0.3497
r20_FL,matrixgame,0.7311
r20_FL,minwm,0.1928
r20_FL,worldcam,0.7768
r20_FL,worldplay,0.3958
r20_FL,yume,0.4852
r20_FL,ours_pca8,0.459
r20_FL,ours_pca4,0.5909
r20_FL,ours_pca2,0.6043
r20_FL,ours_16node,0.7091
r20_FL,ours_4node,0.5255
r20_FL,ours_noatok,0.5199
r20_FL,ours_noadaln,0.3725
r20_FR,astra,0.6128
r20_FR,matrixgame,0.7313
r20_FR,minwm,0.2959
r20_FR,worldcam,0.802
r20_FR,worldplay,0.6401
r20_FR,yume,0.6114
r20_FR,ours_pca8,0.5742
r20_FR,ours_pca4,0.6238
r20_FR,ours_pca2,0.6184
r20_FR,ours_16node,0.4364
r20_FR,ours_4node,0.513
r20_FR,ours_noatok,0.5989
r20_FR,ours_noadaln,0.5856
r20_L,astra,0.7026
r20_L,matrixgame,0.8484
r20_L,minwm,0.3237
r20_L,worldcam,0.6966
r20_L,worldplay,0.5224
r20_L,yume,0.4586
r20_L,ours_pca8,0.4496
r20_L,ours_pca4,0.5464
r20_L,ours_pca2,0.5208
r20_L,ours_16node,0.5086
r20_L,ours_4node,0.642
r20_L,ours_noatok,0.5395
r20_L,ours_noadaln,0.3917
r20_R,astra,0.6511
r20_R,matrixgame,0.7236
r20_R,minwm,0.2902
r20_R,worldcam,0.7331
r20_R,worldplay,0.6623
r20_R,yume,0.5907
r20_R,ours_pca8,0.5615
r20_R,ours_pca4,0.6163
r20_R,ours_pca2,0.6829
r20_R,ours_16node,0.5835
r20_R,ours_4node,0.6289
r20_R,ours_noatok,0.5863
r20_R,ours_noadaln,0.6916
r21_B,astra,0.5592
r21_B,matrixgame,0.5114
r21_B,minwm,0.5341
r21_B,worldcam,0.4384
r21_B,worldplay,0.5875
r21_B,yume,0.494
r21_B,ours_pca8,0.5305
r21_B,ours_pca4,0.4414
r21_B,ours_pca2,0.2839
r21_B,ours_16node,0.5899
r21_B,ours_4node,0.6782
r21_B,ours_noatok,0.6023
r21_B,ours_noadaln,0.6215
r21_BL,astra,0.6537
r21_BL,matrixgame,0.9095
r21_BL,minwm,0.5887
r21_BL,worldcam,0.6872
r21_BL,worldplay,0.4327
r21_BL,yume,0.4758
r21_BL,ours_pca8,0.3793
r21_BL,ours_pca4,0.4127
r21_BL,ours_pca2,0.6251
r21_BL,ours_16node,0.3571
r21_BL,ours_4node,0.5064
r21_BL,ours_noatok,0.4815
r21_BL,ours_noadaln,0.609
r21_BR,astra,0.6266
r21_BR,matrixgame,0.782
r21_BR,minwm,0.5045
r21_BR,worldcam,0.6672
r21_BR,worldplay,0.4687
r21_BR,yume,0.4549
r21_BR,ours_pca8,0.5571
r21_BR,ours_pca4,0.7062
r21_BR,ours_pca2,0.3831
r21_BR,ours_16node,0.5181
r21_BR,ours_4node,0.5651
r21_BR,ours_noatok,0.6502
r21_BR,ours_noadaln,0.607
r21_F,astra,0.7766
r21_F,matrixgame,0.5384
r21_F,minwm,0.4983
r21_F,worldcam,0.6833
r21_F,worldplay,0.5599
r21_F,yume,0.289
r21_F,ours_pca8,0.5182
r21_F,ours_pca4,0.3489
r21_F,ours_pca2,0.2705
r21_F,ours_16node,0.181
r21_F,ours_4node,0.3745
r21_F,ours_noatok,0.2778
r21_F,ours_noadaln,0.6235
r21_FL,astra,0.417
r21_FL,matrixgame,0.5871
r21_FL,minwm,0.8189
r21_FL,worldcam,0.6366
r21_FL,worldplay,0.66
r21_FL,yume,0.5747
r21_FL,ours_pca8,0.5274
r21_FL,ours_pca4,0.4537
r21_FL,ours_pca2,0.4147
r21_FL,ours_16node,0.5639
r21_FL,ours_4node,0.4357
r21_FL,ours_noatok,0.4256
r21_FL,ours_noadaln,0.5549
r21_FR,astra,0.5154
r21_FR,matrixgame,0.7466
r21_FR,minwm,0.6617
r21_FR,worldcam,0.5729
r21_FR,worldplay,0.6409
r21_FR,yume,0.5944
r21_FR,ours_pca8,0.5027
r21_FR,ours_pca4,0.4915
r21_FR,ours_pca2,0.5507
r21_FR,ours_16node,0.3881
r21_FR,ours_4node,0.5917
r21_FR,ours_noatok,0.3861
r21_FR,ours_noadaln,0.5829
r21_L,astra,0.8026
r21_L,matrixgame,1.0109
r21_L,minwm,0.8028
r21_L,worldcam,0.7961
r21_L,worldplay,0.5825
r21_L,yume,0.3055
r21_L,ours_pca8,0.4472
r21_L,ours_pca4,0.63
r21_L,ours_pca2,0.5915
r21_L,ours_16node,0.6323
r21_L,ours_4node,0.4914
r21_L,ours_noatok,0.6602
r21_L,ours_noadaln,0.5956
r21_R,astra,0.7956
r21_R,matrixgame,0.6132
r21_R,minwm,0.51
r21_R,worldcam,0.6632
r21_R,worldplay,0.5395
r21_R,yume,0.5619
r21_R,ours_pca8,0.6504
r21_R,ours_pca4,0.6915
r21_R,ours_pca2,0.6657
r21_R,ours_16node,0.7323
r21_R,ours_4node,0.6398
r21_R,ours_noatok,0.6489
r21_R,ours_noadaln,0.592
r22_B,astra,0.0985
r22_B,matrixgame,0.5521
r22_B,minwm,0.128
r22_B,worldcam,0.185
r22_B,worldplay,0.2697
r22_B,yume,0.3272
r22_B,ours_pca8,0.1644
r22_B,ours_pca4,0.2056
r22_B,ours_pca2,0.1204
r22_B,ours_16node,0.2068
r22_B,ours_4node,0.1539
r22_B,ours_noatok,0.1327
r22_B,ours_noadaln,0.1276
r22_BL,astra,0.6007
r22_BL,matrixgame,0.8252
r22_BL,minwm,0.2235
r22_BL,worldcam,0.8032
r22_BL,worldplay,0.3227
r22_BL,yume,0.7817
r22_BL,ours_pca8,0.1961
r22_BL,ours_pca4,0.2268
r22_BL,ours_pca2,0.2018
r22_BL,ours_16node,0.2205
r22_BL,ours_4node,0.2567
r22_BL,ours_noatok,0.1756
r22_BL,ours_noadaln,0.1389
r22_BR,astra,0.9268
r22_BR,matrixgame,0.952
r22_BR,minwm,0.2698
r22_BR,worldcam,0.6375
r22_BR,worldplay,0.801
r22_BR,yume,0.8904
r22_BR,ours_pca8,0.5047
r22_BR,ours_pca4,0.4866
r22_BR,ours_pca2,0.2371
r22_BR,ours_16node,0.4788
r22_BR,ours_4node,0.485
r22_BR,ours_noatok,0.5023
r22_BR,ours_noadaln,0.5638
r22_F,astra,0.0791
r22_F,matrixgame,0.8018
r22_F,minwm,0.1129
r22_F,worldcam,0.5079
r22_F,worldplay,0.3119
r22_F,yume,0.2977
r22_F,ours_pca8,0.1283
r22_F,ours_pca4,0.1317
r22_F,ours_pca2,0.1707
r22_F,ours_16node,0.1671
r22_F,ours_4node,0.1436
r22_F,ours_noatok,0.1333
r22_F,ours_noadaln,0.1244
r22_FL,astra,0.6338
r22_FL,matrixgame,0.6884
r22_FL,minwm,0.1876
r22_FL,worldcam,0.8483
r22_FL,worldplay,0.4881
r22_FL,yume,0.4711
r22_FL,ours_pca8,0.1448
r22_FL,ours_pca4,0.1766
r22_FL,ours_pca2,0.1882
r22_FL,ours_16node,0.1701
r22_FL,ours_4node,0.1459
r22_FL,ours_noatok,0.1998
r22_FL,ours_noadaln,0.1292
r22_FR,astra,0.4787
r22_FR,matrixgame,0.6952
r22_FR,minwm,0.1937
r22_FR,worldcam,0.6305
r22_FR,worldplay,0.7836
r22_FR,yume,0.8324
r22_FR,ours_pca8,0.2831
r22_FR,ours_pca4,0.3467
r22_FR,ours_pca2,0.3052
r22_FR,ours_16node,0.2972
r22_FR,ours_4node,0.4267
r22_FR,ours_noatok,0.4406
r22_FR,ours_noadaln,0.417
r22_L,astra,0.2234
r22_L,matrixgame,0.9145
r22_L,minwm,0.2575
r22_L,worldcam,0.8611
r22_L,worldplay,0.5494
r22_L,yume,0.6541
r22_L,ours_pca8,0.1931
r22_L,ours_pca4,0.2766
r22_L,ours_pca2,0.248
r22_L,ours_16node,0.2413
r22_L,ours_4node,0.3403
r22_L,ours_noatok,0.2887
r22_L,ours_noadaln,0.1283
r22_R,astra,0.6177
r22_R,matrixgame,0.9091
r22_R,minwm,0.1879
r22_R,worldcam,0.6565
r22_R,worldplay,0.8072
r22_R,yume,0.6177
r22_R,ours_pca8,0.5195
r22_R,ours_pca4,0.6668
r22_R,ours_pca2,0.3567
r22_R,ours_16node,0.5852
r22_R,ours_4node,0.8513
r22_R,ours_noatok,0.6078
r22_R,ours_noadaln,0.4771
r23_B,astra,0.2057
r23_B,matrixgame,0.4763
r23_B,minwm,0.2703
r23_B,worldcam,0.2966
r23_B,worldplay,0.2364
r23_B,yume,0.1029
r23_B,ours_pca8,0.2201
r23_B,ours_pca4,0.1401
r23_B,ours_pca2,0.2989
r23_B,ours_16node,0.2444
r23_B,ours_4node,0.2669
r23_B,ours_noatok,0.2475
r23_B,ours_noadaln,0.317
r23_BL,astra,0.2895
r23_BL,matrixgame,0.7383
r23_BL,minwm,0.3399
r23_BL,worldcam,0.9215
r23_BL,worldplay,0.3432
r23_BL,yume,0.5207
r23_BL,ours_pca8,0.2831
r23_BL,ours_pca4,0.3006
r23_BL,ours_pca2,0.3394
r23_BL,ours_16node,0.2466
r23_BL,ours_4node,0.5051
r23_BL,ours_noatok,0.2501
r23_BL,ours_noadaln,0.3224
r23_BR,astra,0.6384
r23_BR,matrixgame,0.6798
r23_BR,minwm,0.2918
r23_BR,worldcam,0.8719
r23_BR,worldplay,0.6508
r23_BR,yume,0.5725
r23_BR,ours_pca8,0.3635
r23_BR,ours_pca4,0.3683
r23_BR,ours_pca2,0.2703
r23_BR,ours_16node,0.3477
r23_BR,ours_4node,0.261
r23_BR,ours_noatok,0.303
r23_BR,ours_noadaln,0.4449
r23_F,astra,0.1982
r23_F,matrixgame,0.3387
r23_F,minwm,0.1119
r23_F,worldcam,0.498
r23_F,worldplay,0.1926
r23_F,yume,0.2717
r23_F,ours_pca8,0.2325
r23_F,ours_pca4,0.2522
r23_F,ours_pca2,0.2638
r23_F,ours_16node,0.2487
r23_F,ours_4node,0.2091
r23_F,ours_noatok,0.2425
r23_F,ours_noadaln,0.3129
r23_FL,astra,0.5691
r23_FL,matrixgame,0.8396
r23_FL,minwm,0.2803
r23_FL,worldcam,0.7896
r23_FL,worldplay,0.357
r23_FL,yume,0.5676
r23_FL,ours_pca8,0.233
r23_FL,ours_pca4,0.2927
r23_FL,ours_pca2,0.3202
r23_FL,ours_16node,0.2149
r23_FL,ours_4node,0.299
r23_FL,ours_noatok,0.3017
r23_FL,ours_noadaln,0.3129
r23_FR,astra,0.6979
r23_FR,matrixgame,0.7185
r23_FR,minwm,0.2182
r23_FR,worldcam,0.8096
r23_FR,worldplay,0.5357
r23_FR,yume,0.3611
r23_FR,ours_pca8,0.2512
r23_FR,ours_pca4,0.2832
r23_FR,ours_pca2,0.2254
r23_FR,ours_16node,0.204
r23_FR,ours_4node,0.3132
r23_FR,ours_noatok,0.3267
r23_FR,ours_noadaln,0.3413
r23_L,astra,0.4021
r23_L,matrixgame,1.0606
r23_L,minwm,0.3404
r23_L,worldcam,0.7735
r23_L,worldplay,0.425
r23_L,yume,0.4871
r23_L,ours_pca8,0.2683
r23_L,ours_pca4,0.4379
r23_L,ours_pca2,0.6287
r23_L,ours_16node,0.2494
r23_L,ours_4node,0.5004
r23_L,ours_noatok,0.3468
r23_L,ours_noadaln,0.3066
r23_R,astra,0.7516
r23_R,matrixgame,0.7016
r23_R,minwm,0.2687
r23_R,worldcam,0.7852
r23_R,worldplay,0.598
r23_R,yume,0.3311
r23_R,ours_pca8,0.3151
r23_R,ours_pca4,0.2462
r23_R,ours_pca2,0.3319
r23_R,ours_16node,0.2248
r23_R,ours_4node,0.4075
r23_R,ours_noatok,0.2764
r23_R,ours_noadaln,0.4252
r24_B,astra,0.1166
r24_B,matrixgame,0.4089
r24_B,minwm,0.1843
r24_B,worldcam,0.1296
r24_B,worldplay,0.3287
r24_B,yume,0.3431
r24_B,ours_pca8,0.2963
r24_B,ours_pca4,0.2941
r24_B,ours_pca2,0.3638
r24_B,ours_16node,0.278
r24_B,ours_4node,0.3157
r24_B,ours_noatok,0.3118
r24_B,ours_noadaln,0.1549
r24_BL,astra,0.2213
r24_BL,matrixgame,0.5974
r24_BL,minwm,0.2625
r24_BL,worldcam,0.8022
r24_BL,worldplay,0.3694
r24_BL,yume,0.4195
r24_BL,ours_pca8,0.3363
r24_BL,ours_pca4,0.446
r24_BL,ours_pca2,0.3417
r24_BL,ours_16node,0.3732
r24_BL,ours_4node,0.5017
r24_BL,ours_noatok,0.3266
r24_BL,ours_noadaln,0.1498
r24_BR,astra,0.4477
r24_BR,matrixgame,0.7257
r24_BR,minwm,0.4035
r24_BR,worldcam,0.7677
r24_BR,worldplay,0.4535
r24_BR,yume,0.3885
r24_BR,ours_pca8,0.366
r24_BR,ours_pca4,0.4415
r24_BR,ours_pca2,0.3141
r24_BR,ours_16node,0.3455
r24_BR,ours_4node,0.3743
r24_BR,ours_noatok,0.3883
r24_BR,ours_noadaln,0.302
r24_F,astra,0.1119
r24_F,matrixgame,0.5566
r24_F,minwm,0.1907
r24_F,worldcam,0.4356
r24_F,worldplay,0.4267
r24_F,yume,0.3436
r24_F,ours_pca8,0.2059
r24_F,ours_pca4,0.1923
r24_F,ours_pca2,0.319
r24_F,ours_16node,0.2696
r24_F,ours_4node,0.2851
r24_F,ours_noatok,0.1804
r24_F,ours_noadaln,0.1517
r24_FL,astra,0.3095
r24_FL,matrixgame,0.7108
r24_FL,minwm,0.2577
r24_FL,worldcam,0.9365
r24_FL,worldplay,0.4031
r24_FL,yume,0.402
r24_FL,ours_pca8,0.29
r24_FL,ours_pca4,0.4087
r24_FL,ours_pca2,0.3805
r24_FL,ours_16node,0.2975
r24_FL,ours_4node,0.358
r24_FL,ours_noatok,0.3493
r24_FL,ours_noadaln,0.1578
r24_FR,astra,0.4932
r24_FR,matrixgame,1.0621
r24_FR,minwm,0.4784
r24_FR,worldcam,0.7811
r24_FR,worldplay,0.421
r24_FR,yume,0.3588
r24_FR,ours_pca8,0.2738
r24_FR,ours_pca4,0.303
r24_FR,ours_pca2,0.2437
r24_FR,ours_16node,0.245
r24_FR,ours_4node,0.3488
r24_FR,ours_noatok,0.3292
r24_FR,ours_noadaln,0.3084
r24_L,astra,0.3403
r24_L,matrixgame,1.0678
r24_L,minwm,0.3331
r24_L,worldcam,0.8204
r24_L,worldplay,0.4693
r24_L,yume,0.2767
r24_L,ours_pca8,0.3032
r24_L,ours_pca4,0.3469
r24_L,ours_pca2,0.3835
r24_L,ours_16node,0.3057
r24_L,ours_4node,0.5774
r24_L,ours_noatok,0.3486
r24_L,ours_noadaln,0.1728
r24_R,astra,0.2629
r24_R,matrixgame,0.8801
r24_R,minwm,0.4269
r24_R,worldcam,0.8527
r24_R,worldplay,0.4809
r24_R,yume,0.3362
r24_R,ours_pca8,0.3118
r24_R,ours_pca4,0.3736
r24_R,ours_pca2,0.3111
r24_R,ours_16node,0.323
r24_R,ours_4node,0.4994
r24_R,ours_noatok,0.3875
r24_R,ours_noadaln,0.3518
r25_B,astra,0.8848
r25_B,matrixgame,0.9092
r25_B,minwm,0.6778
