model,scene,direction,feature_valid,static_inliers,static,active
pca4,r05_BL,BL,True,42,0,1
pca4,r05_BR,BR,True,11,0,1
pca4,r05_F,F,True,274,0,1
pca4,r05_FL,FL,True,92,0,1
pca4,r05_FR,FR,True,16,0,1
pca4,r05_L,L,True,117,0,1
pca4,r05_R,R,True,15,0,1
pca4,r06_B,B,True,169,0,1
pca4,r06_BL,BL,True,12,0,1
pca4,r06_BR,BR,True,4,0,1
pca4,r06_F,F,True,453,0,1
pca4,r06_FL,FL,True,0,0,1
pca4,r06_FR,FR,True,248,0,1
pca4,r06_L,L,True,9,0,1
pca4,r06_R,R,True,14,0,1
pca4,r07_B,B,True,557,0,1
pca4,r07_BL,BL,True,245,0,1
pca4,r07_BR,BR,True,333,0,1
pca4,r07_F,F,True,399,0,1
pca4,r07_FL,FL,True,372,0,1
pca4,r07_FR,FR,True,36,0,1
pca4,r07_L,L,True,152,0,1
pca4,r07_R,R,True,300,0,1
pca4,r08_B,B,True,339,0,1
pca4,r08_BL,BL,True,210,0,1
pca4,r08_BR,BR,True,36,0,1
pca4,r08_F,F,True,321,0,1
pca4,r08_FL,FL,True,98,0,1
pca4,r08_FR,FR,True,36,0,1
pca4,r08_L,L,True,183,0,1
pca4,r08_R,R,True,11,0,1
pca4,r09_B,B,True,521,0,1
pca4,r09_BL,BL,True,299,0,1
pca4,r09_BR,BR,True,244,0,1
pca4,r09_F,F,True,388,0,1
pca4,r09_FL,FL,True,173,0,1
pca4,r09_FR,FR,True,125,0,1
pca4,r09_L,L,True,303,0,1
pca4,r09_R,R,True,11,0,1
pca4,r10_B,B,True,514,0,1
pca4,r10_BL,BL,True,268,0,1
pca4,r10_BR,BR,True,191,0,1
pca4,r10_F,F,True,367,0,1
pca4,r10_FL,FL,True,17,0,1
pca4,r10_FR,FR,True,221,0,1
pca4,r10_L,L,True,13,0,1
pca4,r10_R,R,True,148,0,1
pca4,r11_B,B,False,5,0,0
pca4,r11_BL,BL,False,9,0,0
pca4,r11_BR,BR,False,8,0,0
pca4,r11_F,F,False,8,0,0
pca4,r11_FL,FL,False,10,0,0
pca4,r11_FR,FR,False,7,0,0
pca4,r11_L,L,False,6,0,0
pca4,r11_R,R,False,9,0,0
pca4,r12_B,B,True,78,0,1
pca4,r12_BL,BL,True,9,0,1
pca4,r12_BR,BR,True,65,0,1
pca4,r12_F,F,True,32,0,1
pca4,r12_FL,FL,True,11,0,1
pca4,r12_FR,FR,True,20,0,1
pca4,r12_L,L,True,14,0,1
pca4,r12_R,R,True,13,0,1
pca4,r13_B,B,True,312,0,1
pca4,r13_BL,BL,True,126,0,1
pca4,r13_BR,BR,True,76,0,1
pca4,r13_F,F,True,219,0,1
pca4,r13_FL,FL,True,190,0,1
pca4,r13_FR,FR,True,193,0,1
pca4,r13_L,L,True,139,0,1
pca4,r13_R,R,True,24,0,1
pca4,r14_B,B,True,232,0,1
pca4,r14_BL,BL,True,115,0,1
pca4,r14_BR,BR,True,75,0,1
pca4,r14_F,F,True,166,0,1
pca4,r14_FL,FL,True,125,0,1
pca4,r14_FR,FR,True,16,0,1
pca4,r14_L,L,True,332,0,1
pca4,r14_R,R,True,14,0,1
pca4,r15_B,B,True,152,0,1
pca4,r15_BL,BL,True,35,0,1
pca4,r15_BR,BR,True,141,0,1
pca4,r15_F,F,True,63,0,1
pca4,r15_FL,FL,True,35,0,1
pca4,r15_FR,FR,True,81,0,1
pca4,r15_L,L,True,11,0,1
pca4,r15_R,R,True,95,0,1
pca4,r16_B,B,True,438,0,1
pca4,r16_BL,BL,True,273,0,1
pca4,r16_BR,BR,True,76,0,1
pca4,r16_F,F,True,347,0,1
pca4,r16_FL,FL,True,275,0,1
pca4,r16_FR,FR,True,199,0,1
pca4,r16_L,L,True,364,0,1
pca4,r16_R,R,True,12,0,1
pca4,r17_B,B,True,550,0,1
pca4,r17_BL,BL,True,303,0,1
pca4,r17_BR,BR,True,216,0,1
pca4,r17_F,F,True,293,0,1
pca4,r17_FL,FL,True,90,0,1
pca4,r17_FR,FR,True,159,0,1
pca4,r17_L,L,True,23,0,1
pca4,r17_R,R,True,95,0,1
pca4,r18_B,B,True,475,0,1
pca4,r18_BL,BL,True,137,0,1
pca4,r18_BR,BR,True,113,0,1
pca4,r18_F,F,True,309,0,1
pca4,r18_FL,FL,True,193,0,1
pca4,r18_FR,FR,True,183,0,1
pca4,r18_L,L,True,20,0,1
pca4,r18_R,R,True,4,0,1
pca4,r19_B,B,True,192,0,1
pca4,r19_BL,BL,True,25,0,1
pca4,r19_BR,BR,True,15,0,1
pca4,r19_F,F,True,262,0,1
pca4,r19_FL,FL,True,64,0,1
pca4,r19_FR,FR,True,38,0,1
pca4,r19_L,L,True,78,0,1
pca4,r19_R,R,True,13,0,1
pca4,r20_B,B,True,14,0,1
pca4,r20_BL,BL,True,106,0,1
pca4,r20_BR,BR,True,177,0,1
pca4,r20_F,F,True,94,0,1
pca4,r20_FL,FL,True,13,0,1
pca4,r20_FR,FR,True,131,0,1
pca4,r20_L,L,True,148,0,1
pca4,r20_R,R,True,180,0,1
pca4,r21_B,B,False,0,0,0
pca4,r21_BL,BL,False,5,0,0
pca4,r21_BR,BR,False,5,0,0
pca4,r21_F,F,False,6,0,0
pca4,r21_FL,FL,False,6,0,0
pca4,r21_FR,FR,False,9,0,0
pca4,r21_L,L,False,5,0,0
pca4,r21_R,R,False,5,0,0
pca4,r22_B,B,True,555,0,1
pca4,r22_BL,BL,True,287,0,1
pca4,r22_BR,BR,True,209,0,1
pca4,r22_F,F,True,293,0,1
pca4,r22_FL,FL,True,228,0,1
pca4,r22_FR,FR,True,94,0,1
pca4,r22_L,L,True,245,0,1
pca4,r22_R,R,True,12,0,1
pca4,r23_B,B,True,956,1,0
pca4,r23_BL,BL,True,191,0,1
pca4,r23_BR,BR,True,449,0,1
pca4,r23_F,F,True,335,0,1
pca4,r23_FL,FL,True,184,0,1
pca4,r23_FR,FR,True,247,0,1
pca4,r23_L,L,True,220,0,1
pca4,r23_R,R,True,186,0,1
pca4,r24_B,B,True,389,0,1
pca4,r24_BL,BL,True,199,0,1
pca4,r24_BR,BR,True,202,0,1
pca4,r24_F,F,True,431,0,1
pca4,r24_FL,FL,True,301,0,1
pca4,r24_FR,FR,True,314,0,1
pca4,r24_L,L,True,449,0,1
pca4,r24_R,R,True,193,0,1
pca4,r25_B,B,True,11,0,1
pca4,r25_BL,BL,True,16,0,1
pca4,r25_BR,BR,True,14,0,1
pca4,r25_F,F,True,52,0,1
pca4,r25_FL,FL,True,23,0,1
pca4,r25_FR,FR,True,9,0,1
pca4,r25_L,L,True,9,0,1
pca4,r25_R,R,True,11,0,1
pca4,r26_B,B,True,127,0,1
pca4,r26_BL,BL,True,83,0,1
pca4,r26_BR,BR,True,33,0,1
pca4,r26_F,F,True,16,0,1
pca4,r26_FL,FL,True,27,0,1
pca4,r26_FR,FR,True,13,0,1
pca4,r26_L,L,True,42,0,1
pca4,r26_R,R,True,12,0,1
pca4,r27_B,B,True,251,0,1
pca4,r27_BL,BL,True,86,0,1
pca4,r27_BR,BR,True,249,0,1
pca4,r27_F,F,True,242,0,1
pca4,r27_FL,FL,True,155,0,1
pca4,r27_FR,FR,True,165,0,1
pca4,r27_L,L,True,166,0,1
pca4,r27_R,R,True,140,0,1
pca4,r28_B,B,True,505,0,1
pca4,r28_BL,BL,True,124,0,1
pca4,r28_BR,BR,True,275,0,1
pca4,r28_F,F,True,367,0,1
pca4,r28_FL,FL,True,291,0,1
pca4,r28_FR,FR,True,183,0,1
pca4,r28_L,L,True,264,0,1
pca4,r28_R,R,True,202,0,1
pca4,r29_B,B,True,178,0,1
pca4,r29_BL,BL,True,176,0,1
pca4,r29_BR,BR,True,16,0,1
pca4,r29_F,F,True,212,0,1
pca4,r29_FL,FL,True,85,0,1
pca4,r29_FR,FR,True,55,0,1
pca4,r29_L,L,True,83,0,1
pca4,r29_R,R,True,14,0,1
pca4,r30_B,B,True,254,0,1
pca4,r30_BL,BL,True,127,0,1
pca4,r30_BR,BR,True,127,0,1
pca4,r30_F,F,True,242,0,1
pca4,r30_FL,FL,True,169,0,1
pca4,r30_FR,FR,True,209,0,1
pca4,r30_L,L,True,37,0,1
pca4,r30_R,R,True,12,0,1
pca4,r31_B,B,True,132,0,1
pca4,r31_BL,BL,True,50,0,1
pca4,r31_BR,BR,True,45,0,1
pca4,r31_F,F,True,270,0,1
pca4,r31_FL,FL,True,109,0,1
pca4,r31_FR,FR,True,138,0,1
pca4,r31_L,L,True,11,0,1
pca4,r31_R,R,True,10,0,1
pca8,r00_B,B,True,347,0,1
pca8,r00_BL,BL,True,128,0,1
pca8,r00_BR,BR,True,311,0,1
pca8,r00_F,F,True,378,0,1
pca8,r00_FL,FL,True,227,0,1
pca8,r00_FR,FR,True,288,0,1
pca8,r00_L,L,True,24,0,1
pca8,r00_R,R,True,321,0,1
pca8,r01_B,B,True,543,0,1
pca8,r01_BL,BL,True,379,0,1
pca8,r01_BR,BR,True,237,0,1
pca8,r01_F,F,True,456,0,1
pca8,r01_FL,FL,True,764,1,0
pca8,r01_FR,FR,True,336,0,1
pca8,r01_L,L,True,503,0,1
pca8,r01_R,R,True,127,0,1
pca8,r02_B,B,True,218,0,1
pca8,r02_BL,BL,True,103,0,1
pca8,r02_BR,BR,True,73,0,1
pca8,r02_F,F,True,174,0,1
pca8,r02_FL,FL,True,184,0,1
pca8,r02_FR,FR,True,28,0,1
pca8,r02_L,L,True,113,0,1
pca8,r02_R,R,True,6,0,1
pca8,r03_B,B,True,39,0,1
pca8,r03_BL,BL,True,13,0,1
pca8,r03_BR,BR,True,12,0,1
pca8,r03_F,F,True,13,0,1
pca8,r03_FL,FL,True,15,0,1
pca8,r03_FR,FR,True,12,0,1
pca8,r03_L,L,True,11,0,1
pca8,r03_R,R,True,15,0,1
pca8,r04_B,B,True,208,0,1
pca8,r04_BL,BL,True,161,0,1
pca8,r04_BR,BR,True,417,0,1
pca8,r04_F,F,True,249,0,1
pca8,r04_FL,FL,True,200,0,1
pca8,r04_FR,FR,True,82,0,1
pca8,r04_L,L,True,112,0,1
pca8,r04_R,R,True,352,0,1
pca8,r05_B,B,True,177,0,1
pca8,r05_BL,BL,True,110,0,1
pca8,r05_BR,BR,True,31,0,1
pca8,r05_F,F,True,313,0,1
pca8,r05_FL,FL,True,209,0,1
pca8,r05_FR,FR,True,49,0,1
pca8,r05_L,L,True,74,0,1
pca8,r05_R,R,True,30,0,1
pca8,r06_B,B,True,121,0,1
pca8,r06_BL,BL,True,17,0,1
pca8,r06_BR,BR,True,334,0,1
pca8,r06_F,F,True,589,0,1
pca8,r06_FL,FL,True,6,0,1
pca8,r06_FR,FR,True,233,0,1
pca8,r06_L,L,True,13,0,1
pca8,r06_R,R,True,519,0,1
pca8,r07_B,B,True,366,0,1
pca8,r07_BL,BL,True,159,0,1
pca8,r07_BR,BR,True,299,0,1
pca8,r07_F,F,True,396,0,1
pca8,r07_FL,FL,True,550,0,1
pca8,r07_FR,FR,True,156,0,1
pca8,r07_L,L,True,95,0,1
pca8,r07_R,R,True,132,0,1
pca8,r08_B,B,True,200,0,1
pca8,r08_BL,BL,True,141,0,1
pca8,r08_BR,BR,True,19,0,1
pca8,r08_F,F,True,247,0,1
pca8,r08_FL,FL,True,262,0,1
pca8,r08_FR,FR,True,179,0,1
pca8,r08_L,L,True,156,0,1
pca8,r08_R,R,True,21,0,1
pca8,r09_B,B,True,460,0,1
pca8,r09_BL,BL,True,242,0,1
pca8,r09_BR,BR,True,231,0,1
pca8,r09_F,F,True,329,0,1
pca8,r09_FL,FL,True,212,0,1
pca8,r09_FR,FR,True,156,0,1
pca8,r09_L,L,True,256,0,1
pca8,r09_R,R,True,15,0,1
pca8,r10_B,B,True,372,0,1
pca8,r10_BL,BL,True,186,0,1
pca8,r10_BR,BR,True,255,0,1
pca8,r10_F,F,True,425,0,1
pca8,r10_FL,FL,True,54,0,1
pca8,r10_FR,FR,True,307,0,1
pca8,r10_L,L,True,15,0,1
pca8,r10_R,R,True,246,0,1
pca8,r11_B,B,False,8,0,0
pca8,r11_BL,BL,False,0,0,0
pca8,r11_BR,BR,False,8,0,0
pca8,r11_F,F,False,12,0,0
pca8,r11_FL,FL,False,12,0,0
pca8,r11_FR,FR,False,8,0,0
pca8,r11_L,L,False,10,0,0
pca8,r11_R,R,False,8,0,0
pca8,r12_B,B,True,40,0,1
pca8,r12_BL,BL,True,15,0,1
pca8,r12_BR,BR,True,119,0,1
pca8,r12_F,F,True,33,0,1
pca8,r12_FL,FL,True,12,0,1
pca8,r12_FR,FR,True,15,0,1
pca8,r12_L,L,True,12,0,1
pca8,r12_R,R,True,61,0,1
pca8,r13_B,B,True,234,0,1
pca8,r13_BL,BL,True,151,0,1
pca8,r13_BR,BR,True,204,0,1
pca8,r13_F,F,True,211,0,1
pca8,r13_FL,FL,True,273,0,1
pca8,r13_FR,FR,True,241,0,1
pca8,r13_L,L,True,42,0,1
pca8,r13_R,R,True,155,0,1
pca8,r14_B,B,True,245,0,1
pca8,r14_BL,BL,True,142,0,1
pca8,r14_BR,BR,True,115,0,1
pca8,r14_F,F,True,106,0,1
pca8,r14_FL,FL,True,100,0,1
pca8,r14_FR,FR,True,19,0,1
pca8,r14_L,L,True,453,0,1
pca8,r14_R,R,True,54,0,1
pca8,r15_B,B,True,186,0,1
pca8,r15_BL,BL,True,19,0,1
pca8,r15_BR,BR,True,189,0,1
pca8,r15_F,F,True,71,0,1
pca8,r15_FL,FL,True,45,0,1
pca8,r15_FR,FR,True,106,0,1
pca8,r15_L,L,True,14,0,1
pca8,r15_R,R,True,182,0,1
pca8,r16_B,B,True,304,0,1
pca8,r16_BL,BL,True,210,0,1
pca8,r16_BR,BR,True,199,0,1
pca8,r16_F,F,True,363,0,1
pca8,r16_FL,FL,True,331,0,1
pca8,r16_FR,FR,True,292,0,1
pca8,r16_L,L,True,310,0,1
pca8,r16_R,R,True,14,0,1
pca8,r17_B,B,True,492,0,1
pca8,r17_BL,BL,True,195,0,1
pca8,r17_BR,BR,True,324,0,1
pca8,r17_F,F,True,250,0,1
pca8,r17_FL,FL,True,174,0,1
pca8,r17_FR,FR,True,265,0,1
pca8,r17_L,L,True,82,0,1
pca8,r17_R,R,True,182,0,1
pca8,r18_B,B,True,204,0,1
pca8,r18_BL,BL,True,168,0,1
pca8,r18_BR,BR,True,182,0,1
pca8,r18_F,F,True,293,0,1
pca8,r18_FL,FL,True,176,0,1
pca8,r18_FR,FR,True,195,0,1
pca8,r18_L,L,True,11,0,1
pca8,r18_R,R,True,52,0,1
pca8,r19_B,B,True,163,0,1
pca8,r19_BL,BL,True,12,0,1
pca8,r19_BR,BR,True,36,0,1
pca8,r19_F,F,True,220,0,1
pca8,r19_FL,FL,True,58,0,1
pca8,r19_FR,FR,True,36,0,1
pca8,r19_L,L,True,28,0,1
pca8,r19_R,R,True,18,0,1
pca8,r20_B,B,True,63,0,1
pca8,r20_BL,BL,True,48,0,1
pca8,r20_BR,BR,True,201,0,1
pca8,r20_F,F,True,76,0,1
pca8,r20_FL,FL,True,16,0,1
pca8,r20_FR,FR,True,113,0,1
pca8,r20_L,L,True,165,0,1
pca8,r20_R,R,True,326,0,1
pca8,r21_B,B,False,0,0,0
pca8,r21_BL,BL,False,5,0,0
pca8,r21_BR,BR,False,6,0,0
pca8,r21_F,F,False,6,0,0
pca8,r21_FL,FL,False,4,0,0
pca8,r21_FR,FR,False,7,0,0
pca8,r21_L,L,False,2,0,0
pca8,r21_R,R,False,6,0,0
pca8,r22_B,B,True,587,0,1
pca8,r22_BL,BL,True,309,0,1
pca8,r22_BR,BR,True,233,0,1
pca8,r22_F,F,True,332,0,1
pca8,r22_FL,FL,True,321,0,1
pca8,r22_FR,FR,True,192,0,1
pca8,r22_L,L,True,261,0,1
pca8,r22_R,R,True,53,0,1
pca8,r23_B,B,True,434,0,1
pca8,r23_BL,BL,True,93,0,1
pca8,r23_BR,BR,True,424,0,1
pca8,r23_F,F,True,250,0,1
pca8,r23_FL,FL,True,243,0,1
pca8,r23_FR,FR,True,254,0,1
pca8,r23_L,L,True,350,0,1
pca8,r23_R,R,True,327,0,1
pca8,r24_B,B,True,311,0,1
pca8,r24_BL,BL,True,149,0,1
pca8,r24_BR,BR,True,329,0,1
pca8,r24_F,F,True,288,0,1
pca8,r24_FL,FL,True,274,0,1
pca8,r24_FR,FR,True,276,0,1
pca8,r24_L,L,True,351,0,1
pca8,r24_R,R,True,367,0,1
pca8,r25_B,B,True,20,0,1
pca8,r25_BL,BL,True,13,0,1
pca8,r25_BR,BR,True,14,0,1
pca8,r25_F,F,True,29,0,1
pca8,r25_FL,FL,True,31,0,1
pca8,r25_FR,FR,True,12,0,1
pca8,r25_L,L,True,11,0,1
pca8,r25_R,R,True,12,0,1
pca8,r26_B,B,True,124,0,1
pca8,r26_BL,BL,True,68,0,1
pca8,r26_BR,BR,True,23,0,1
pca8,r26_F,F,True,52,0,1
pca8,r26_FL,FL,True,17,0,1
pca8,r26_FR,FR,True,18,0,1
pca8,r26_L,L,True,11,0,1
pca8,r26_R,R,True,82,0,1
pca8,r27_B,B,True,174,0,1
pca8,r27_BL,BL,True,130,0,1
pca8,r27_BR,BR,True,224,0,1
pca8,r27_F,F,True,305,0,1
pca8,r27_FL,FL,True,315,0,1
pca8,r27_FR,FR,True,204,0,1
pca8,r27_L,L,True,340,0,1
pca8,r27_R,R,True,237,0,1
pca8,r28_B,B,True,256,0,1
pca8,r28_BL,BL,True,128,0,1
pca8,r28_BR,BR,True,232,0,1
pca8,r28_F,F,True,239,0,1
pca8,r28_FL,FL,True,245,0,1
pca8,r28_FR,FR,True,206,0,1
pca8,r28_L,L,True,252,0,1
pca8,r28_R,R,True,210,0,1
pca8,r29_B,B,True,221,0,1
pca8,r29_BL,BL,True,126,0,1
pca8,r29_BR,BR,True,32,0,1
pca8,r29_F,F,True,190,0,1
pca8,r29_FL,FL,True,102,0,1
pca8,r29_FR,FR,True,46,0,1
pca8,r29_L,L,True,113,0,1
pca8,r29_R,R,True,62,0,1
pca8,r30_B,B,True,120,0,1
pca8,r30_BL,BL,True,100,0,1
pca8,r30_BR,BR,True,129,0,1
pca8,r30_F,F,True,311,0,1
pca8,r30_FL,FL,True,240,0,1
pca8,r30_FR,FR,True,246,0,1
pca8,r30_L,L,True,89,0,1
pca8,r30_R,R,True,90,0,1
pca8,r31_B,B,True,261,0,1
pca8,r31_BL,BL,True,62,0,1
pca8,r31_BR,BR,True,11,0,1
pca8,r31_F,F,True,227,0,1
pca8,r31_FL,FL,True,119,0,1
pca8,r31_FR,FR,True,152,0,1
pca8,r31_L,L,True,14,0,1
pca8,r31_R,R,True,10,0,1
worldcam,r00_B,B,True,1208,1,0
worldcam,r00_BL,BL,True,15,0,1
worldcam,r00_BR,BR,True,6,0,1
worldcam,r00_F,F,True,691,1,0
worldcam,r00_FL,FL,True,15,0,1
worldcam,r00_FR,FR,True,11,0,1
worldcam,r00_L,L,True,14,0,1
worldcam,r00_R,R,True,15,0,1
worldcam,r01_B,B,True,472,0,1
worldcam,r01_BL,BL,True,18,0,1
worldcam,r01_BR,BR,True,12,0,1
worldcam,r01_F,F,True,76,0,1
worldcam,r01_FL,FL,True,13,0,1
worldcam,r01_FR,FR,True,12,0,1
worldcam,r01_L,L,True,13,0,1
worldcam,r01_R,R,True,11,0,1
worldcam,r02_B,B,True,1449,1,0
worldcam,r02_BL,BL,True,12,0,1
worldcam,r02_BR,BR,True,12,0,1
worldcam,r02_F,F,True,575,0,1
worldcam,r02_FL,FL,True,11,0,1
worldcam,r02_FR,FR,True,14,0,1
worldcam,r02_L,L,True,11,0,1
worldcam,r02_R,R,True,11,0,1
worldcam,r03_B,B,True,66,0,1
worldcam,r03_BL,BL,True,16,0,1
worldcam,r03_BR,BR,True,13,0,1
worldcam,r03_F,F,True,234,0,1
worldcam,r03_FL,FL,True,11,0,1
worldcam,r03_FR,FR,True,10,0,1
worldcam,r03_L,L,True,12,0,1
worldcam,r03_R,R,True,12,0,1
worldcam,r04_B,B,True,1020,1,0
worldcam,r04_BL,BL,True,13,0,1
worldcam,r04_BR,BR,True,14,0,1
worldcam,r04_F,F,True,195,0,1
worldcam,r04_FL,FL,True,10,0,1
worldcam,r04_FR,FR,True,14,0,1
worldcam,r04_L,L,True,10,0,1
worldcam,r04_R,R,True,12,0,1
worldcam,r05_B,B,True,328,0,1
worldcam,r05_BL,BL,True,14,0,1
worldcam,r05_BR,BR,True,62,0,1
worldcam,r05_F,F,True,75,0,1
worldcam,r05_FL,FL,True,7,0,1
worldcam,r05_FR,FR,True,21,0,1
worldcam,r05_L,L,True,13,0,1
worldcam,r05_R,R,True,20,0,1
worldcam,r06_B,B,True,1074,1,0
worldcam,r06_BL,BL,True,14,0,1
worldcam,r06_BR,BR,True,10,0,1
worldcam,r06_F,F,True,39,0,1
worldcam,r06_FL,FL,True,11,0,1
worldcam,r06_FR,FR,True,8,0,1
worldcam,r06_L,L,True,13,0,1
worldcam,r06_R,R,True,10,0,1
worldcam,r07_B,B,True,104,0,1
worldcam,r07_BL,BL,True,10,0,1
worldcam,r07_BR,BR,True,11,0,1
worldcam,r07_F,F,True,17,0,1
worldcam,r07_FL,FL,True,18,0,1
worldcam,r07_FR,FR,True,8,0,1
worldcam,r07_L,L,True,14,0,1
worldcam,r07_R,R,True,13,0,1
worldcam,r08_B,B,True,461,0,1
worldcam,r08_BL,BL,True,11,0,1
worldcam,r08_BR,BR,True,14,0,1
worldcam,r08_F,F,True,82,0,1
worldcam,r08_FL,FL,True,12,0,1
worldcam,r08_FR,FR,True,13,0,1
worldcam,r08_L,L,True,18,0,1
worldcam,r08_R,R,True,9,0,1
worldcam,r09_B,B,True,1146,1,0
worldcam,r09_BL,BL,True,14,0,1
worldcam,r09_BR,BR,True,12,0,1
worldcam,r09_F,F,True,119,0,1
worldcam,r09_FL,FL,True,10,0,1
worldcam,r09_FR,FR,True,13,0,1
worldcam,r09_L,L,True,13,0,1
worldcam,r09_R,R,True,12,0,1
worldcam,r10_B,B,True,1486,1,0
worldcam,r10_BL,BL,True,12,0,1
worldcam,r10_BR,BR,True,13,0,1
worldcam,r10_F,F,True,121,0,1
worldcam,r10_FL,FL,True,13,0,1
worldcam,r10_FR,FR,True,12,0,1
worldcam,r10_L,L,True,12,0,1
worldcam,r10_R,R,True,12,0,1
worldcam,r11_B,B,False,13,0,0
worldcam,r11_BL,BL,False,6,0,0
worldcam,r11_BR,BR,False,13,0,0
worldcam,r11_F,F,False,8,0,0
worldcam,r11_FL,FL,False,10,0,0
worldcam,r11_FR,FR,False,7,0,0
worldcam,r11_L,L,False,6,0,0
worldcam,r11_R,R,False,8,0,0
worldcam,r12_B,B,True,769,1,0
worldcam,r12_BL,BL,True,15,0,1
worldcam,r12_BR,BR,True,16,0,1
worldcam,r12_F,F,True,176,0,1
worldcam,r12_FL,FL,True,12,0,1
worldcam,r12_FR,FR,True,11,0,1
worldcam,r12_L,L,True,12,0,1
worldcam,r12_R,R,True,10,0,1
worldcam,r13_B,B,True,817,1,0
worldcam,r13_BL,BL,True,15,0,1
worldcam,r13_BR,BR,True,8,0,1
worldcam,r13_F,F,True,12,0,1
worldcam,r13_FL,FL,True,12,0,1
worldcam,r13_FR,FR,True,14,0,1
worldcam,r13_L,L,True,12,0,1
worldcam,r13_R,R,True,14,0,1
worldcam,r14_B,B,True,807,1,0
worldcam,r14_BL,BL,True,27,0,1
worldcam,r14_BR,BR,True,21,0,1
worldcam,r14_F,F,True,18,0,1
worldcam,r14_FL,FL,True,33,0,1
worldcam,r14_FR,FR,True,17,0,1
worldcam,r14_L,L,True,21,0,1
worldcam,r14_R,R,True,14,0,1
worldcam,r15_B,B,True,1333,1,0
worldcam,r15_BL,BL,True,15,0,1
worldcam,r15_BR,BR,True,8,0,1
worldcam,r15_F,F,True,14,0,1
worldcam,r15_FL,FL,True,13,0,1
worldcam,r15_FR,FR,True,14,0,1
worldcam,r15_L,L,True,12,0,1
worldcam,r15_R,R,True,18,0,1
worldcam,r16_B,B,True,57,0,1
worldcam,r16_BL,BL,True,11,0,1
worldcam,r16_BR,BR,True,11,0,1
worldcam,r16_F,F,True,447,0,1
worldcam,r16_FL,FL,True,13,0,1
worldcam,r16_FR,FR,True,16,0,1
worldcam,r16_L,L,True,9,0,1
worldcam,r16_R,R,True,12,0,1
worldcam,r17_B,B,True,622,1,0
worldcam,r17_BL,BL,True,12,0,1
worldcam,r17_BR,BR,True,12,0,1
worldcam,r17_F,F,True,38,0,1
worldcam,r17_FL,FL,True,11,0,1
worldcam,r17_FR,FR,True,12,0,1
worldcam,r17_L,L,True,11,0,1
worldcam,r17_R,R,True,12,0,1
worldcam,r18_B,B,True,1071,1,0
worldcam,r18_BL,BL,True,14,0,1
worldcam,r18_BR,BR,True,12,0,1
worldcam,r18_F,F,True,366,0,1
worldcam,r18_FL,FL,True,14,0,1
worldcam,r18_FR,FR,True,17,0,1
worldcam,r18_L,L,True,12,0,1
worldcam,r18_R,R,True,13,0,1
worldcam,r19_B,B,True,1256,1,0
worldcam,r19_BL,BL,True,14,0,1
worldcam,r19_BR,BR,True,15,0,1
worldcam,r19_F,F,True,504,0,1
worldcam,r19_FL,FL,True,13,0,1
worldcam,r19_FR,FR,True,2,0,1
worldcam,r19_L,L,True,12,0,1
worldcam,r19_R,R,True,13,0,1
worldcam,r20_B,B,True,1213,1,0
worldcam,r20_BL,BL,True,12,0,1
worldcam,r20_BR,BR,True,6,0,1
worldcam,r20_F,F,True,164,0,1
worldcam,r20_FL,FL,True,12,0,1
worldcam,r20_FR,FR,True,12,0,1
worldcam,r20_L,L,True,13,0,1
worldcam,r20_R,R,True,17,0,1
worldcam,r21_B,B,False,6,0,0
worldcam,r21_BL,BL,False,7,0,0
worldcam,r21_BR,BR,False,4,0,0
worldcam,r21_F,F,False,6,0,0
worldcam,r21_FL,FL,False,6,0,0
worldcam,r21_FR,FR,False,7,0,0
worldcam,r21_L,L,False,7,0,0
worldcam,r21_R,R,False,6,0,0
worldcam,r22_B,B,True,1469,1,0
worldcam,r22_BL,BL,True,11,0,1
worldcam,r22_BR,BR,True,18,0,1
worldcam,r22_F,F,True,281,0,1
worldcam,r22_FL,FL,True,14,0,1
worldcam,r22_FR,FR,True,16,0,1
worldcam,r22_L,L,True,12,0,1
worldcam,r22_R,R,True,8,0,1
worldcam,r23_B,B,True,832,1,0
worldcam,r23_BL,BL,True,12,0,1
worldcam,r23_BR,BR,True,6,0,1
worldcam,r23_F,F,True,414,0,1
worldcam,r23_FL,FL,True,14,0,1
worldcam,r23_FR,FR,True,15,0,1
worldcam,r23_L,L,True,7,0,1
worldcam,r23_R,R,True,9,0,1
worldcam,r24_B,B,True,1527,1,0
worldcam,r24_BL,BL,True,5,0,1
worldcam,r24_BR,BR,True,10,0,1
worldcam,r24_F,F,True,360,0,1
worldcam,r24_FL,FL,True,11,0,1
worldcam,r24_FR,FR,True,17,0,1
worldcam,r24_L,L,True,14,0,1
worldcam,r24_R,R,True,13,0,1
worldcam,r25_B,B,True,826,1,0
worldcam,r25_BL,BL,True,12,0,1
worldcam,r25_BR,BR,True,13,0,1
worldcam,r25_F,F,True,11,0,1
worldcam,r25_FL,FL,True,17,0,1
worldcam,r25_FR,FR,True,17,0,1
worldcam,r25_L,L,True,4,0,1
worldcam,r25_R,R,True,11,0,1
worldcam,r26_B,B,True,1235,1,0
worldcam,r26_BL,BL,True,9,0,1
worldcam,r26_BR,BR,True,5,0,1
worldcam,r26_F,F,True,162,0,1
worldcam,r26_FL,FL,True,14,0,1
worldcam,r26_FR,FR,True,13,0,1
worldcam,r26_L,L,True,15,0,1
worldcam,r26_R,R,True,13,0,1
