scene,model,static_inl,static
r08_L,worldplay,12,0
r08_L,yume,64,0
r08_L,ours_pca8,156,0
r08_L,ours_pca4,183,0
r08_L,ours_pca2,5,0
r08_L,ours_16node,265,0
r08_L,ours_4node,11,0
r08_L,ours_noatok,165,0
r08_L,ours_noadaln,584,0
r08_R,astra,11,0
r08_R,matrixgame,15,0
r08_R,minwm,369,0
r08_R,worldcam,9,0
r08_R,worldplay,7,0
r08_R,yume,95,0
r08_R,ours_pca8,21,0
r08_R,ours_pca4,11,0
r08_R,ours_pca2,14,0
r08_R,ours_16node,14,0
r08_R,ours_4node,10,0
r08_R,ours_noatok,10,0
r08_R,ours_noadaln,13,0
r09_B,astra,12,0
r09_B,matrixgame,86,0
r09_B,minwm,572,0
r09_B,worldcam,1146,1
r09_B,worldplay,177,0
r09_B,yume,272,0
r09_B,ours_pca8,460,0
r09_B,ours_pca4,521,0
r09_B,ours_pca2,486,0
r09_B,ours_16node,448,0
r09_B,ours_4node,406,0
r09_B,ours_noatok,522,0
r09_B,ours_noadaln,665,1
r09_BL,astra,22,0
r09_BL,matrixgame,15,0
r09_BL,minwm,477,0
r09_BL,worldcam,14,0
r09_BL,worldplay,13,0
r09_BL,yume,13,0
r09_BL,ours_pca8,242,0
r09_BL,ours_pca4,299,0
r09_BL,ours_pca2,264,0
r09_BL,ours_16node,245,0
r09_BL,ours_4node,53,0
r09_BL,ours_noatok,295,0
r09_BL,ours_noadaln,709,1
r09_BR,astra,9,0
r09_BR,matrixgame,13,0
r09_BR,minwm,328,0
r09_BR,worldcam,12,0
r09_BR,worldplay,12,0
r09_BR,yume,9,0
r09_BR,ours_pca8,231,0
r09_BR,ours_pca4,244,0
r09_BR,ours_pca2,247,0
r09_BR,ours_16node,210,0
r09_BR,ours_4node,25,0
r09_BR,ours_noatok,161,0
r09_BR,ours_noadaln,75,0
r09_F,astra,14,0
r09_F,matrixgame,7,0
r09_F,minwm,357,0
r09_F,worldcam,119,0
r09_F,worldplay,197,0
r09_F,yume,20,0
r09_F,ours_pca8,329,0
r09_F,ours_pca4,388,0
r09_F,ours_pca2,255,0
r09_F,ours_16node,460,0
r09_F,ours_4node,209,0
r09_F,ours_noatok,314,0
r09_F,ours_noadaln,740,1
r09_FL,astra,261,0
r09_FL,matrixgame,14,0
r09_FL,minwm,534,0
r09_FL,worldcam,10,0
r09_FL,worldplay,109,0
r09_FL,yume,66,0
r09_FL,ours_pca8,212,0
r09_FL,ours_pca4,173,0
r09_FL,ours_pca2,66,0
r09_FL,ours_16node,222,0
r09_FL,ours_4node,97,0
r09_FL,ours_noatok,167,0
r09_FL,ours_noadaln,723,1
r09_FR,astra,15,0
r09_FR,matrixgame,15,0
r09_FR,minwm,416,0
r09_FR,worldcam,13,0
r09_FR,worldplay,10,0
r09_FR,yume,12,0
r09_FR,ours_pca8,156,0
r09_FR,ours_pca4,125,0
r09_FR,ours_pca2,152,0
r09_FR,ours_16node,327,0
r09_FR,ours_4node,80,0
r09_FR,ours_noatok,216,0
r09_FR,ours_noadaln,279,0
r09_L,astra,14,0
r09_L,matrixgame,11,0
r09_L,minwm,451,0
r09_L,worldcam,13,0
r09_L,worldplay,13,0
r09_L,yume,18,0
r09_L,ours_pca8,256,0
r09_L,ours_pca4,303,0
r09_L,ours_pca2,103,0
r09_L,ours_16node,280,0
r09_L,ours_4node,72,0
r09_L,ours_noatok,345,0
r09_L,ours_noadaln,716,1
r09_R,astra,10,0
r09_R,matrixgame,14,0
r09_R,minwm,378,0
r09_R,worldcam,12,0
r09_R,worldplay,7,0
r09_R,yume,273,0
r09_R,ours_pca8,15,0
r09_R,ours_pca4,11,0
r09_R,ours_pca2,12,0
r09_R,ours_16node,23,0
r09_R,ours_4node,13,0
r09_R,ours_noatok,11,0
r09_R,ours_noadaln,58,0
r10_B,astra,11,0
r10_B,matrixgame,25,0
r10_B,minwm,1000,1
r10_B,worldcam,1486,1
r10_B,worldplay,150,0
r10_B,yume,71,0
r10_B,ours_pca8,372,0
r10_B,ours_pca4,514,0
r10_B,ours_pca2,839,1
r10_B,ours_16node,283,0
r10_B,ours_4node,659,1
r10_B,ours_noatok,915,1
r10_B,ours_noadaln,279,0
r10_BL,astra,398,0
r10_BL,matrixgame,9,0
r10_BL,minwm,887,1
r10_BL,worldcam,12,0
r10_BL,worldplay,14,0
r10_BL,yume,12,0
r10_BL,ours_pca8,186,0
r10_BL,ours_pca4,268,0
r10_BL,ours_pca2,383,0
r10_BL,ours_16node,251,0
r10_BL,ours_4node,11,0
r10_BL,ours_noatok,335,0
r10_BL,ours_noadaln,268,0
r10_BR,astra,156,0
r10_BR,matrixgame,16,0
r10_BR,minwm,244,0
r10_BR,worldcam,13,0
r10_BR,worldplay,9,0
r10_BR,yume,15,0
r10_BR,ours_pca8,255,0
r10_BR,ours_pca4,191,0
r10_BR,ours_pca2,522,0
r10_BR,ours_16node,466,0
r10_BR,ours_4node,175,0
r10_BR,ours_noatok,233,0
r10_BR,ours_noadaln,174,0
r10_F,astra,1624,1
r10_F,matrixgame,15,0
r10_F,minwm,785,1
r10_F,worldcam,121,0
r10_F,worldplay,335,0
r10_F,yume,56,0
r10_F,ours_pca8,425,0
r10_F,ours_pca4,367,0
r10_F,ours_pca2,267,0
r10_F,ours_16node,354,0
r10_F,ours_4node,226,0
r10_F,ours_noatok,268,0
r10_F,ours_noadaln,269,0
r10_FL,astra,318,0
r10_FL,matrixgame,10,0
r10_FL,minwm,829,1
r10_FL,worldcam,13,0
r10_FL,worldplay,13,0
r10_FL,yume,14,0
r10_FL,ours_pca8,54,0
r10_FL,ours_pca4,17,0
r10_FL,ours_pca2,33,0
r10_FL,ours_16node,44,0
r10_FL,ours_4node,115,0
r10_FL,ours_noatok,19,0
r10_FL,ours_noadaln,258,0
r10_FR,astra,679,1
r10_FR,matrixgame,8,0
r10_FR,minwm,351,0
r10_FR,worldcam,12,0
r10_FR,worldplay,9,0
r10_FR,yume,19,0
r10_FR,ours_pca8,307,0
r10_FR,ours_pca4,221,0
r10_FR,ours_pca2,66,0
r10_FR,ours_16node,358,0
r10_FR,ours_4node,441,0
r10_FR,ours_noatok,321,0
r10_FR,ours_noadaln,301,0
r10_L,astra,32,0
r10_L,matrixgame,0,0
r10_L,minwm,477,0
r10_L,worldcam,12,0
r10_L,worldplay,12,0
r10_L,yume,11,0
r10_L,ours_pca8,15,0
r10_L,ours_pca4,13,0
r10_L,ours_pca2,10,0
r10_L,ours_16node,17,0
r10_L,ours_4node,11,0
r10_L,ours_noatok,13,0
r10_L,ours_noadaln,250,0
r10_R,astra,500,0
r10_R,matrixgame,17,0
r10_R,minwm,385,0
r10_R,worldcam,12,0
r10_R,worldplay,11,0
r10_R,yume,982,1
r10_R,ours_pca8,246,0
r10_R,ours_pca4,148,0
r10_R,ours_pca2,35,0
r10_R,ours_16node,494,0
r10_R,ours_4node,46,0
r10_R,ours_noatok,272,0
r10_R,ours_noadaln,171,0
r11_B,astra,8,0
r11_B,matrixgame,11,0
r11_B,minwm,57,0
r11_B,worldcam,13,0
r11_B,worldplay,7,0
r11_B,yume,9,0
r11_B,ours_pca8,8,0
r11_B,ours_pca4,5,0
r11_B,ours_pca2,164,0
r11_B,ours_16node,8,0
r11_B,ours_4node,0,0
r11_B,ours_noatok,0,0
r11_B,ours_noadaln,171,0
r11_BL,astra,7,0
r11_BL,matrixgame,11,0
r11_BL,minwm,29,0
r11_BL,worldcam,6,0
r11_BL,worldplay,8,0
r11_BL,yume,9,0
r11_BL,ours_pca8,0,0
r11_BL,ours_pca4,9,0
r11_BL,ours_pca2,9,0
r11_BL,ours_16node,6,0
r11_BL,ours_4node,7,0
r11_BL,ours_noatok,8,0
r11_BL,ours_noadaln,169,0
r11_BR,astra,8,0
r11_BR,matrixgame,10,0
r11_BR,minwm,45,0
r11_BR,worldcam,13,0
r11_BR,worldplay,7,0
r11_BR,yume,8,0
r11_BR,ours_pca8,8,0
r11_BR,ours_pca4,8,0
r11_BR,ours_pca2,8,0
r11_BR,ours_16node,9,0
r11_BR,ours_4node,9,0
r11_BR,ours_noatok,8,0
r11_BR,ours_noadaln,0,0
r11_F,astra,7,0
r11_F,matrixgame,9,0
r11_F,minwm,44,0
r11_F,worldcam,8,0
r11_F,worldplay,9,0
r11_F,yume,9,0
r11_F,ours_pca8,12,0
r11_F,ours_pca4,8,0
r11_F,ours_pca2,9,0
r11_F,ours_16node,10,0
r11_F,ours_4node,7,0
r11_F,ours_noatok,8,0
r11_F,ours_noadaln,177,0
r11_FL,astra,10,0
r11_FL,matrixgame,10,0
r11_FL,minwm,25,0
r11_FL,worldcam,10,0
r11_FL,worldplay,8,0
r11_FL,yume,8,0
r11_FL,ours_pca8,12,0
r11_FL,ours_pca4,10,0
r11_FL,ours_pca2,7,0
r11_FL,ours_16node,7,0
r11_FL,ours_4node,8,0
r11_FL,ours_noatok,2,0
r11_FL,ours_noadaln,169,0
r11_FR,astra,6,0
r11_FR,matrixgame,5,0
r11_FR,minwm,12,0
r11_FR,worldcam,7,0
r11_FR,worldplay,9,0
r11_FR,yume,5,0
r11_FR,ours_pca8,8,0
r11_FR,ours_pca4,7,0
r11_FR,ours_pca2,8,0
r11_FR,ours_16node,8,0
r11_FR,ours_4node,8,0
r11_FR,ours_noatok,9,0
r11_FR,ours_noadaln,0,0
r11_L,astra,9,0
r11_L,matrixgame,0,0
r11_L,minwm,16,0
r11_L,worldcam,6,0
r11_L,worldplay,7,0
r11_L,yume,8,0
r11_L,ours_pca8,10,0
r11_L,ours_pca4,6,0
r11_L,ours_pca2,2,0
r11_L,ours_16node,8,0
r11_L,ours_4node,9,0
r11_L,ours_noatok,8,0
r11_L,ours_noadaln,176,0
r11_R,astra,7,0
r11_R,matrixgame,7,0
r11_R,minwm,28,0
r11_R,worldcam,8,0
r11_R,worldplay,9,0
r11_R,yume,9,0
r11_R,ours_pca8,8,0
r11_R,ours_pca4,9,0
r11_R,ours_pca2,9,0
r11_R,ours_16node,8,0
r11_R,ours_4node,6,0
r11_R,ours_noatok,10,0
r11_R,ours_noadaln,0,0
r12_B,astra,30,0
r12_B,matrixgame,18,0
r12_B,minwm,169,0
r12_B,worldcam,769,1
r12_B,worldplay,51,0
r12_B,yume,42,0
r12_B,ours_pca8,40,0
r12_B,ours_pca4,78,0
r12_B,ours_pca2,195,0
r12_B,ours_16node,33,0
r12_B,ours_4node,17,0
r12_B,ours_noatok,89,0
r12_B,ours_noadaln,33,0
r12_BL,astra,19,0
r12_BL,matrixgame,9,0
r12_BL,minwm,252,0
r12_BL,worldcam,15,0
r12_BL,worldplay,10,0
r12_BL,yume,13,0
r12_BL,ours_pca8,15,0
r12_BL,ours_pca4,9,0
r12_BL,ours_pca2,12,0
r12_BL,ours_16node,10,0
r12_BL,ours_4node,6,0
r12_BL,ours_noatok,13,0
r12_BL,ours_noadaln,39,0
r12_BR,astra,15,0
r12_BR,matrixgame,15,0
r12_BR,minwm,86,0
r12_BR,worldcam,16,0
r12_BR,worldplay,10,0
r12_BR,yume,11,0
r12_BR,ours_pca8,119,0
r12_BR,ours_pca4,65,0
r12_BR,ours_pca2,81,0
r12_BR,ours_16node,155,0
r12_BR,ours_4node,17,0
r12_BR,ours_noatok,128,0
r12_BR,ours_noadaln,15,0
r12_F,astra,21,0
r12_F,matrixgame,11,0
r12_F,minwm,99,0
r12_F,worldcam,176,0
r12_F,worldplay,39,0
r12_F,yume,24,0
r12_F,ours_pca8,33,0
r12_F,ours_pca4,32,0
r12_F,ours_pca2,30,0
r12_F,ours_16node,39,0
r12_F,ours_4node,22,0
r12_F,ours_noatok,22,0
r12_F,ours_noadaln,40,0
r12_FL,astra,11,0
r12_FL,matrixgame,0,0
r12_FL,minwm,144,0
r12_FL,worldcam,12,0
r12_FL,worldplay,17,0
r12_FL,yume,4,0
r12_FL,ours_pca8,12,0
r12_FL,ours_pca4,11,0
r12_FL,ours_pca2,12,0
r12_FL,ours_16node,12,0
r12_FL,ours_4node,10,0
r12_FL,ours_noatok,11,0
r12_FL,ours_noadaln,33,0
r12_FR,astra,12,0
r12_FR,matrixgame,12,0
r12_FR,minwm,61,0
r12_FR,worldcam,11,0
r12_FR,worldplay,6,0
r12_FR,yume,11,0
r12_FR,ours_pca8,15,0
r12_FR,ours_pca4,20,0
r12_FR,ours_pca2,40,0
r12_FR,ours_16node,28,0
r12_FR,ours_4node,49,0
r12_FR,ours_noatok,19,0
r12_FR,ours_noadaln,11,0
r12_L,astra,4,0
r12_L,matrixgame,9,0
r12_L,minwm,308,0
r12_L,worldcam,12,0
r12_L,worldplay,12,0
r12_L,yume,18,0
r12_L,ours_pca8,12,0
r12_L,ours_pca4,14,0
r12_L,ours_pca2,12,0
r12_L,ours_16node,13,0
r12_L,ours_4node,14,0
r12_L,ours_noatok,12,0
r12_L,ours_noadaln,36,0
r12_R,astra,3,0
r12_R,matrixgame,14,0
r12_R,minwm,81,0
r12_R,worldcam,10,0
r12_R,worldplay,11,0
r12_R,yume,82,0
r12_R,ours_pca8,61,0
r12_R,ours_pca4,13,0
r12_R,ours_pca2,18,0
r12_R,ours_16node,91,0
r12_R,ours_4node,10,0
r12_R,ours_noatok,42,0
r12_R,ours_noadaln,19,0
r13_B,astra,122,0
r13_B,matrixgame,17,0
r13_B,minwm,455,0
r13_B,worldcam,817,1
r13_B,worldplay,362,0
r13_B,yume,72,0
r13_B,ours_pca8,234,0
r13_B,ours_pca4,312,0
r13_B,ours_pca2,285,0
r13_B,ours_16node,350,0
r13_B,ours_4node,224,0
r13_B,ours_noatok,335,0
r13_B,ours_noadaln,510,0
r13_BL,astra,3,0
r13_BL,matrixgame,14,0
r13_BL,minwm,329,0
r13_BL,worldcam,15,0
r13_BL,worldplay,39,0
r13_BL,yume,15,0
r13_BL,ours_pca8,151,0
r13_BL,ours_pca4,126,0
r13_BL,ours_pca2,202,0
r13_BL,ours_16node,202,0
r13_BL,ours_4node,28,0
r13_BL,ours_noatok,241,0
r13_BL,ours_noadaln,458,0
r13_BR,astra,14,0
r13_BR,matrixgame,1,0
r13_BR,minwm,442,0
r13_BR,worldcam,8,0
r13_BR,worldplay,17,0
r13_BR,yume,10,0
r13_BR,ours_pca8,204,0
r13_BR,ours_pca4,76,0
r13_BR,ours_pca2,96,0
r13_BR,ours_16node,190,0
r13_BR,ours_4node,110,0
r13_BR,ours_noatok,13,0
r13_BR,ours_noadaln,12,0
r13_F,astra,11,0
r13_F,matrixgame,34,0
r13_F,minwm,519,0
r13_F,worldcam,12,0
r13_F,worldplay,455,0
r13_F,yume,110,0
r13_F,ours_pca8,211,0
r13_F,ours_pca4,219,0
r13_F,ours_pca2,263,0
r13_F,ours_16node,257,0
r13_F,ours_4node,181,0
r13_F,ours_noatok,258,0
r13_F,ours_noadaln,475,0
r13_FL,astra,42,0
r13_FL,matrixgame,11,0
r13_FL,minwm,298,0
r13_FL,worldcam,12,0
r13_FL,worldplay,15,0
r13_FL,yume,20,0
r13_FL,ours_pca8,273,0
r13_FL,ours_pca4,190,0
r13_FL,ours_pca2,153,0
r13_FL,ours_16node,277,0
r13_FL,ours_4node,186,0
r13_FL,ours_noatok,293,0
r13_FL,ours_noadaln,429,0
r13_FR,astra,12,0
r13_FR,matrixgame,14,0
r13_FR,minwm,227,0
r13_FR,worldcam,14,0
r13_FR,worldplay,4,0
r13_FR,yume,49,0
r13_FR,ours_pca8,241,0
r13_FR,ours_pca4,193,0
r13_FR,ours_pca2,185,0
r13_FR,ours_16node,278,0
r13_FR,ours_4node,105,0
r13_FR,ours_noatok,295,0
r13_FR,ours_noadaln,156,0
r13_L,astra,9,0
r13_L,matrixgame,0,0
r13_L,minwm,171,0
r13_L,worldcam,12,0
r13_L,worldplay,14,0
r13_L,yume,192,0
r13_L,ours_pca8,42,0
r13_L,ours_pca4,139,0
r13_L,ours_pca2,123,0
r13_L,ours_16node,307,0
r13_L,ours_4node,41,0
r13_L,ours_noatok,116,0
r13_L,ours_noadaln,457,0
r13_R,astra,9,0
r13_R,matrixgame,7,0
r13_R,minwm,404,0
r13_R,worldcam,14,0
r13_R,worldplay,15,0
r13_R,yume,143,0
r13_R,ours_pca8,155,0
r13_R,ours_pca4,24,0
r13_R,ours_pca2,89,0
r13_R,ours_16node,179,0
r13_R,ours_4node,11,0
r13_R,ours_noatok,7,0
r13_R,ours_noadaln,23,0
r14_B,astra,1580,1
r14_B,matrixgame,26,0
r14_B,minwm,587,0
r14_B,worldcam,807,1
r14_B,worldplay,103,0
r14_B,yume,85,0
r14_B,ours_pca8,245,0
r14_B,ours_pca4,232,0
r14_B,ours_pca2,320,0
r14_B,ours_16node,107,0
r14_B,ours_4node,224,0
r14_B,ours_noatok,381,0
r14_B,ours_noadaln,145,0
r14_BL,astra,17,0
r14_BL,matrixgame,14,0
r14_BL,minwm,431,0
r14_BL,worldcam,27,0
r14_BL,worldplay,33,0
r14_BL,yume,15,0
r14_BL,ours_pca8,142,0
r14_BL,ours_pca4,115,0
r14_BL,ours_pca2,162,0
r14_BL,ours_16node,125,0
r14_BL,ours_4node,11,0
r14_BL,ours_noatok,329,0
r14_BL,ours_noadaln,157,0
r14_BR,astra,13,0
r14_BR,matrixgame,15,0
r14_BR,minwm,644,1
r14_BR,worldcam,21,0
r14_BR,worldplay,10,0
r14_BR,yume,11,0
r14_BR,ours_pca8,115,0
r14_BR,ours_pca4,75,0
r14_BR,ours_pca2,114,0
r14_BR,ours_16node,103,0
r14_BR,ours_4node,58,0
r14_BR,ours_noatok,167,0
r14_BR,ours_noadaln,14,0
r14_F,astra,266,0
r14_F,matrixgame,13,0
r14_F,minwm,749,1
r14_F,worldcam,18,0
r14_F,worldplay,319,0
r14_F,yume,84,0
r14_F,ours_pca8,106,0
r14_F,ours_pca4,166,0
r14_F,ours_pca2,131,0
r14_F,ours_16node,177,0
r14_F,ours_4node,88,0
r14_F,ours_noatok,125,0
r14_F,ours_noadaln,180,0
r14_FL,astra,30,0
r14_FL,matrixgame,16,0
r14_FL,minwm,465,0
r14_FL,worldcam,33,0
r14_FL,worldplay,198,0
r14_FL,yume,37,0
r14_FL,ours_pca8,100,0
r14_FL,ours_pca4,125,0
r14_FL,ours_pca2,188,0
r14_FL,ours_16node,204,0
r14_FL,ours_4node,27,0
r14_FL,ours_noatok,54,0
r14_FL,ours_noadaln,145,0
r14_FR,astra,12,0
r14_FR,matrixgame,12,0
r14_FR,minwm,618,1
r14_FR,worldcam,17,0
r14_FR,worldplay,1,0
r14_FR,yume,15,0
r14_FR,ours_pca8,19,0
r14_FR,ours_pca4,16,0
r14_FR,ours_pca2,42,0
r14_FR,ours_16node,127,0
r14_FR,ours_4node,15,0
r14_FR,ours_noatok,19,0
r14_FR,ours_noadaln,11,0
r14_L,astra,571,0
r14_L,matrixgame,4,0
r14_L,minwm,472,0
r14_L,worldcam,21,0
r14_L,worldplay,15,0
r14_L,yume,87,0
r14_L,ours_pca8,453,0
r14_L,ours_pca4,332,0
r14_L,ours_pca2,13,0
r14_L,ours_16node,421,0
r14_L,ours_4node,11,0
r14_L,ours_noatok,331,0
r14_L,ours_noadaln,176,0
r14_R,astra,12,0
r14_R,matrixgame,11,0
r14_R,minwm,586,0
r14_R,worldcam,14,0
r14_R,worldplay,9,0
r14_R,yume,17,0
r14_R,ours_pca8,54,0
r14_R,ours_pca4,14,0
r14_R,ours_pca2,35,0
r14_R,ours_16node,17,0
r14_R,ours_4node,16,0
r14_R,ours_noatok,20,0
r14_R,ours_noadaln,13,0
r15_B,astra,64,0
r15_B,matrixgame,45,0
r15_B,minwm,379,0
r15_B,worldcam,1333,1
r15_B,worldplay,238,0
r15_B,yume,251,0
r15_B,ours_pca8,186,0
r15_B,ours_pca4,152,0
r15_B,ours_pca2,312,0
r15_B,ours_16node,233,0
r15_B,ours_4node,242,0
r15_B,ours_noatok,377,0
r15_B,ours_noadaln,142,0
r15_BL,astra,389,0
r15_BL,matrixgame,10,0
r15_BL,minwm,322,0
r15_BL,worldcam,15,0
r15_BL,worldplay,54,0
r15_BL,yume,11,0
r15_BL,ours_pca8,19,0
r15_BL,ours_pca4,35,0
r15_BL,ours_pca2,89,0
r15_BL,ours_16node,64,0
r15_BL,ours_4node,12,0
r15_BL,ours_noatok,54,0
r15_BL,ours_noadaln,91,0
r15_BR,astra,14,0
r15_BR,matrixgame,12,0
r15_BR,minwm,505,0
r15_BR,worldcam,8,0
r15_BR,worldplay,4,0
r15_BR,yume,13,0
r15_BR,ours_pca8,189,0
r15_BR,ours_pca4,141,0
r15_BR,ours_pca2,207,0
r15_BR,ours_16node,187,0
r15_BR,ours_4node,94,0
r15_BR,ours_noatok,106,0
r15_BR,ours_noadaln,11,0
r15_F,astra,215,0
r15_F,matrixgame,15,0
r15_F,minwm,273,0
r15_F,worldcam,14,0
r15_F,worldplay,221,0
r15_F,yume,131,0
r15_F,ours_pca8,71,0
r15_F,ours_pca4,63,0
r15_F,ours_pca2,90,0
r15_F,ours_16node,88,0
r15_F,ours_4node,81,0
r15_F,ours_noatok,93,0
r15_F,ours_noadaln,118,0
r15_FL,astra,171,0
r15_FL,matrixgame,20,0
r15_FL,minwm,100,0
r15_FL,worldcam,13,0
r15_FL,worldplay,43,0
r15_FL,yume,5,0
r15_FL,ours_pca8,45,0
r15_FL,ours_pca4,35,0
r15_FL,ours_pca2,50,0
r15_FL,ours_16node,40,0
r15_FL,ours_4node,91,0
r15_FL,ours_noatok,29,0
r15_FL,ours_noadaln,110,0
r15_FR,astra,13,0
r15_FR,matrixgame,10,0
r15_FR,minwm,155,0
r15_FR,worldcam,14,0
r15_FR,worldplay,13,0
r15_FR,yume,15,0
r15_FR,ours_pca8,106,0
r15_FR,ours_pca4,81,0
r15_FR,ours_pca2,104,0
r15_FR,ours_16node,101,0
r15_FR,ours_4node,61,0
r15_FR,ours_noatok,35,0
r15_FR,ours_noadaln,15,0
r15_L,astra,190,0
r15_L,matrixgame,14,0
r15_L,minwm,291,0
r15_L,worldcam,12,0
r15_L,worldplay,12,0
r15_L,yume,358,0
r15_L,ours_pca8,14,0
r15_L,ours_pca4,11,0
r15_L,ours_pca2,11,0
r15_L,ours_16node,45,0
r15_L,ours_4node,13,0
r15_L,ours_noatok,15,0
r15_L,ours_noadaln,114,0
r15_R,astra,35,0
r15_R,matrixgame,12,0
r15_R,minwm,591,0
r15_R,worldcam,18,0
r15_R,worldplay,14,0
r15_R,yume,309,0
r15_R,ours_pca8,182,0
r15_R,ours_pca4,95,0
r15_R,ours_pca2,148,0
r15_R,ours_16node,130,0
r15_R,ours_4node,35,0
r15_R,ours_noatok,30,0
r15_R,ours_noadaln,13,0
r16_B,astra,3,0
r16_B,matrixgame,33,0
r16_B,minwm,1032,1
r16_B,worldcam,57,0
r16_B,worldplay,39,0
r16_B,yume,180,0
r16_B,ours_pca8,304,0
r16_B,ours_pca4,438,0
r16_B,ours_pca2,866,1
r16_B,ours_16node,376,0
r16_B,ours_4node,969,1
r16_B,ours_noatok,1102,1
r16_B,ours_noadaln,824,1
r16_BL,astra,66,0
r16_BL,matrixgame,16,0
r16_BL,minwm,334,0
r16_BL,worldcam,11,0
r16_BL,worldplay,4,0
r16_BL,yume,13,0
r16_BL,ours_pca8,210,0
r16_BL,ours_pca4,273,0
r16_BL,ours_pca2,235,0
r16_BL,ours_16node,283,0
r16_BL,ours_4node,147,0
r16_BL,ours_noatok,273,0
r16_BL,ours_noadaln,821,1
r16_BR,astra,15,0
r16_BR,matrixgame,13,0
r16_BR,minwm,604,1
r16_BR,worldcam,11,0
r16_BR,worldplay,12,0
r16_BR,yume,12,0
r16_BR,ours_pca8,199,0
r16_BR,ours_pca4,76,0
r16_BR,ours_pca2,339,0
r16_BR,ours_16node,15,0
r16_BR,ours_4node,67,0
r16_BR,ours_noatok,73,0
r16_BR,ours_noadaln,34,0
r16_F,astra,13,0
r16_F,matrixgame,12,0
r16_F,minwm,666,1
r16_F,worldcam,447,0
r16_F,worldplay,77,0
r16_F,yume,174,0
r16_F,ours_pca8,363,0
r16_F,ours_pca4,347,0
r16_F,ours_pca2,583,0
r16_F,ours_16node,473,0
r16_F,ours_4node,416,0
r16_F,ours_noatok,312,0
r16_F,ours_noadaln,796,1
r16_FL,astra,18,0
r16_FL,matrixgame,0,0
r16_FL,minwm,210,0
r16_FL,worldcam,13,0
r16_FL,worldplay,12,0
r16_FL,yume,11,0
r16_FL,ours_pca8,331,0
r16_FL,ours_pca4,275,0
r16_FL,ours_pca2,199,0
r16_FL,ours_16node,545,0
r16_FL,ours_4node,527,0
r16_FL,ours_noatok,305,0
r16_FL,ours_noadaln,676,1
r16_FR,astra,13,0
r16_FR,matrixgame,12,0
r16_FR,minwm,613,1
r16_FR,worldcam,16,0
r16_FR,worldplay,11,0
r16_FR,yume,13,0
r16_FR,ours_pca8,292,0
r16_FR,ours_pca4,199,0
r16_FR,ours_pca2,323,0
r16_FR,ours_16node,325,0
r16_FR,ours_4node,278,0
r16_FR,ours_noatok,230,0
r16_FR,ours_noadaln,111,0
r16_L,astra,152,0
r16_L,matrixgame,10,0
r16_L,minwm,216,0
r16_L,worldcam,9,0
r16_L,worldplay,12,0
r16_L,yume,235,0
r16_L,ours_pca8,310,0
r16_L,ours_pca4,364,0
r16_L,ours_pca2,11,0
r16_L,ours_16node,259,0
r16_L,ours_4node,9,0
r16_L,ours_noatok,283,0
r16_L,ours_noadaln,808,1
r16_R,astra,8,0
r16_R,matrixgame,13,0
r16_R,minwm,567,0
r16_R,worldcam,12,0
r16_R,worldplay,14,0
r16_R,yume,241,0
r16_R,ours_pca8,14,0
r16_R,ours_pca4,12,0
r16_R,ours_pca2,48,0
r16_R,ours_16node,15,0
r16_R,ours_4node,10,0
r16_R,ours_noatok,57,0
r16_R,ours_noadaln,10,0
r17_B,astra,16,0
r17_B,matrixgame,19,0
r17_B,minwm,739,1
r17_B,worldcam,622,1
r17_B,worldplay,303,0
r17_B,yume,82,0
r17_B,ours_pca8,492,0
r17_B,ours_pca4,550,0
r17_B,ours_pca2,1050,1
r17_B,ours_16node,191,0
r17_B,ours_4node,277,0
r17_B,ours_noatok,1163,1
r17_B,ours_noadaln,980,1
r17_BL,astra,13,0
r17_BL,matrixgame,14,0
r17_BL,minwm,722,1
r17_BL,worldcam,12,0
r17_BL,worldplay,14,0
r17_BL,yume,4,0
r17_BL,ours_pca8,195,0
r17_BL,ours_pca4,303,0
r17_BL,ours_pca2,557,0
r17_BL,ours_16node,226,0
r17_BL,ours_4node,99,0
r17_BL,ours_noatok,267,0
r17_BL,ours_noadaln,959,1
r17_BR,astra,14,0
r17_BR,matrixgame,11,0
r17_BR,minwm,714,1
r17_BR,worldcam,12,0
r17_BR,worldplay,16,0
r17_BR,yume,10,0
r17_BR,ours_pca8,324,0
r17_BR,ours_pca4,216,0
r17_BR,ours_pca2,299,0
r17_BR,ours_16node,243,0
r17_BR,ours_4node,163,0
r17_BR,ours_noatok,204,0
r17_BR,ours_noadaln,364,0
r17_F,astra,11,0
r17_F,matrixgame,11,0
r17_F,minwm,485,0
r17_F,worldcam,38,0
r17_F,worldplay,319,0
r17_F,yume,163,0
r17_F,ours_pca8,250,0
r17_F,ours_pca4,293,0
r17_F,ours_pca2,388,0
r17_F,ours_16node,324,0
r17_F,ours_4node,255,0
r17_F,ours_noatok,269,0
r17_F,ours_noadaln,887,1
r17_FL,astra,14,0
r17_FL,matrixgame,0,0
r17_FL,minwm,703,1
r17_FL,worldcam,11,0
r17_FL,worldplay,15,0
r17_FL,yume,14,0
r17_FL,ours_pca8,174,0
r17_FL,ours_pca4,90,0
r17_FL,ours_pca2,125,0
r17_FL,ours_16node,275,0
r17_FL,ours_4node,160,0
r17_FL,ours_noatok,140,0
r17_FL,ours_noadaln,921,1
r17_FR,astra,16,0
