scene,model,static_inl,static
r26_F,ours_4node,20,0
r26_F,ours_noatok,10,0
r26_F,ours_noadaln,26,0
r26_FL,astra,13,0
r26_FL,matrixgame,13,0
r26_FL,minwm,150,0
r26_FL,worldcam,14,0
r26_FL,worldplay,11,0
r26_FL,yume,5,0
r26_FL,ours_pca8,17,0
r26_FL,ours_pca4,27,0
r26_FL,ours_pca2,13,0
r26_FL,ours_16node,12,0
r26_FL,ours_4node,16,0
r26_FL,ours_noatok,18,0
r26_FL,ours_noadaln,20,0
r26_FR,astra,12,0
r26_FR,matrixgame,12,0
r26_FR,minwm,55,0
r26_FR,worldcam,13,0
r26_FR,worldplay,14,0
r26_FR,yume,20,0
r26_FR,ours_pca8,18,0
r26_FR,ours_pca4,13,0
r26_FR,ours_pca2,25,0
r26_FR,ours_16node,26,0
r26_FR,ours_4node,18,0
r26_FR,ours_noatok,26,0
r26_FR,ours_noadaln,19,0
r26_L,astra,17,0
r26_L,matrixgame,12,0
r26_L,minwm,363,0
r26_L,worldcam,15,0
r26_L,worldplay,21,0
r26_L,yume,34,0
r26_L,ours_pca8,11,0
r26_L,ours_pca4,42,0
r26_L,ours_pca2,14,0
r26_L,ours_16node,60,0
r26_L,ours_4node,16,0
r26_L,ours_noatok,35,0
r26_L,ours_noadaln,18,0
r26_R,astra,14,0
r26_R,matrixgame,11,0
r26_R,minwm,155,0
r26_R,worldcam,13,0
r26_R,worldplay,15,0
r26_R,yume,74,0
r26_R,ours_pca8,82,0
r26_R,ours_pca4,12,0
r26_R,ours_pca2,68,0
r26_R,ours_16node,19,0
r26_R,ours_4node,17,0
r26_R,ours_noatok,44,0
r26_R,ours_noadaln,41,0
r27_B,astra,941,1
r27_B,matrixgame,17,0
r27_B,minwm,802,1
r27_B,worldcam,1268,1
r27_B,worldplay,138,0
r27_B,yume,355,0
r27_B,ours_pca8,174,0
r27_B,ours_pca4,251,0
r27_B,ours_pca2,462,0
r27_B,ours_16node,270,0
r27_B,ours_4node,754,1
r27_B,ours_noatok,303,0
r27_B,ours_noadaln,378,0
r27_BL,astra,15,0
r27_BL,matrixgame,11,0
r27_BL,minwm,366,0
r27_BL,worldcam,15,0
r27_BL,worldplay,12,0
r27_BL,yume,11,0
r27_BL,ours_pca8,130,0
r27_BL,ours_pca4,86,0
r27_BL,ours_pca2,185,0
r27_BL,ours_16node,139,0
r27_BL,ours_4node,35,0
r27_BL,ours_noatok,116,0
r27_BL,ours_noadaln,405,0
r27_BR,astra,13,0
r27_BR,matrixgame,14,0
r27_BR,minwm,500,0
r27_BR,worldcam,14,0
r27_BR,worldplay,11,0
r27_BR,yume,43,0
r27_BR,ours_pca8,224,0
r27_BR,ours_pca4,249,0
r27_BR,ours_pca2,219,0
r27_BR,ours_16node,287,0
r27_BR,ours_4node,140,0
r27_BR,ours_noatok,139,0
r27_BR,ours_noadaln,55,0
r27_F,astra,494,0
r27_F,matrixgame,4,0
r27_F,minwm,541,0
r27_F,worldcam,1047,1
r27_F,worldplay,371,0
r27_F,yume,4,0
r27_F,ours_pca8,305,0
r27_F,ours_pca4,242,0
r27_F,ours_pca2,151,0
r27_F,ours_16node,253,0
r27_F,ours_4node,71,0
r27_F,ours_noatok,260,0
r27_F,ours_noadaln,383,0
r27_FL,astra,427,0
r27_FL,matrixgame,16,0
r27_FL,minwm,422,0
r27_FL,worldcam,2,0
r27_FL,worldplay,166,0
r27_FL,yume,179,0
r27_FL,ours_pca8,315,0
r27_FL,ours_pca4,155,0
r27_FL,ours_pca2,319,0
r27_FL,ours_16node,331,0
r27_FL,ours_4node,74,0
r27_FL,ours_noatok,72,0
r27_FL,ours_noadaln,376,0
r27_FR,astra,126,0
r27_FR,matrixgame,13,0
r27_FR,minwm,379,0
r27_FR,worldcam,11,0
r27_FR,worldplay,14,0
r27_FR,yume,11,0
r27_FR,ours_pca8,204,0
r27_FR,ours_pca4,165,0
r27_FR,ours_pca2,40,0
r27_FR,ours_16node,214,0
r27_FR,ours_4node,193,0
r27_FR,ours_noatok,186,0
r27_FR,ours_noadaln,56,0
r27_L,astra,341,0
r27_L,matrixgame,12,0
r27_L,minwm,327,0
r27_L,worldcam,13,0
r27_L,worldplay,14,0
r27_L,yume,117,0
r27_L,ours_pca8,340,0
r27_L,ours_pca4,166,0
r27_L,ours_pca2,145,0
r27_L,ours_16node,306,0
r27_L,ours_4node,20,0
r27_L,ours_noatok,281,0
r27_L,ours_noadaln,359,0
r27_R,astra,11,0
r27_R,matrixgame,0,0
r27_R,minwm,434,0
r27_R,worldcam,16,0
r27_R,worldplay,16,0
r27_R,yume,81,0
r27_R,ours_pca8,237,0
r27_R,ours_pca4,140,0
r27_R,ours_pca2,172,0
r27_R,ours_16node,327,0
r27_R,ours_4node,136,0
r27_R,ours_noatok,160,0
r27_R,ours_noadaln,26,0
r28_B,astra,988,1
r28_B,matrixgame,132,0
r28_B,minwm,1215,1
r28_B,worldcam,207,0
r28_B,worldplay,85,0
r28_B,yume,463,0
r28_B,ours_pca8,256,0
r28_B,ours_pca4,505,0
r28_B,ours_pca2,185,0
r28_B,ours_16node,333,0
r28_B,ours_4node,489,0
r28_B,ours_noatok,473,0
r28_B,ours_noadaln,1287,1
r28_BL,astra,105,0
r28_BL,matrixgame,15,0
r28_BL,minwm,664,1
r28_BL,worldcam,14,0
r28_BL,worldplay,11,0
r28_BL,yume,16,0
r28_BL,ours_pca8,128,0
r28_BL,ours_pca4,124,0
r28_BL,ours_pca2,200,0
r28_BL,ours_16node,378,0
r28_BL,ours_4node,67,0
r28_BL,ours_noatok,275,0
r28_BL,ours_noadaln,1262,1
r28_BR,astra,314,0
r28_BR,matrixgame,12,0
r28_BR,minwm,593,0
r28_BR,worldcam,5,0
r28_BR,worldplay,13,0
r28_BR,yume,14,0
r28_BR,ours_pca8,232,0
r28_BR,ours_pca4,275,0
r28_BR,ours_pca2,332,0
r28_BR,ours_16node,307,0
r28_BR,ours_4node,233,0
r28_BR,ours_noatok,75,0
r28_BR,ours_noadaln,131,0
r28_F,astra,172,0
r28_F,matrixgame,62,0
r28_F,minwm,906,1
r28_F,worldcam,351,0
r28_F,worldplay,12,0
r28_F,yume,40,0
r28_F,ours_pca8,239,0
r28_F,ours_pca4,367,0
r28_F,ours_pca2,560,0
r28_F,ours_16node,586,0
r28_F,ours_4node,292,0
r28_F,ours_noatok,402,0
r28_F,ours_noadaln,1232,1
r28_FL,astra,17,0
r28_FL,matrixgame,14,0
r28_FL,minwm,698,1
r28_FL,worldcam,13,0
r28_FL,worldplay,14,0
r28_FL,yume,57,0
r28_FL,ours_pca8,245,0
r28_FL,ours_pca4,291,0
r28_FL,ours_pca2,165,0
r28_FL,ours_16node,379,0
r28_FL,ours_4node,246,0
r28_FL,ours_noatok,349,0
r28_FL,ours_noadaln,1243,1
r28_FR,astra,15,0
r28_FR,matrixgame,17,0
r28_FR,minwm,604,1
r28_FR,worldcam,12,0
r28_FR,worldplay,12,0
r28_FR,yume,11,0
r28_FR,ours_pca8,206,0
r28_FR,ours_pca4,183,0
r28_FR,ours_pca2,88,0
r28_FR,ours_16node,395,0
r28_FR,ours_4node,214,0
r28_FR,ours_noatok,145,0
r28_FR,ours_noadaln,108,0
r28_L,astra,134,0
r28_L,matrixgame,18,0
r28_L,minwm,511,0
r28_L,worldcam,7,0
r28_L,worldplay,16,0
r28_L,yume,126,0
r28_L,ours_pca8,252,0
r28_L,ours_pca4,264,0
r28_L,ours_pca2,72,0
r28_L,ours_16node,241,0
r28_L,ours_4node,25,0
r28_L,ours_noatok,348,0
r28_L,ours_noadaln,1255,1
r28_R,astra,134,0
r28_R,matrixgame,12,0
r28_R,minwm,527,0
r28_R,worldcam,13,0
r28_R,worldplay,14,0
r28_R,yume,71,0
r28_R,ours_pca8,210,0
r28_R,ours_pca4,202,0
r28_R,ours_pca2,77,0
r28_R,ours_16node,192,0
r28_R,ours_4node,73,0
r28_R,ours_noatok,196,0
r28_R,ours_noadaln,43,0
r29_B,astra,701,1
r29_B,matrixgame,21,0
r29_B,minwm,447,0
r29_B,worldcam,1103,1
r29_B,worldplay,134,0
r29_B,yume,189,0
r29_B,ours_pca8,221,0
r29_B,ours_pca4,178,0
r29_B,ours_pca2,248,0
r29_B,ours_16node,217,0
r29_B,ours_4node,165,0
r29_B,ours_noatok,150,0
r29_B,ours_noadaln,314,0
r29_BL,astra,31,0
r29_BL,matrixgame,7,0
r29_BL,minwm,480,0
r29_BL,worldcam,14,0
r29_BL,worldplay,40,0
r29_BL,yume,12,0
r29_BL,ours_pca8,126,0
r29_BL,ours_pca4,176,0
r29_BL,ours_pca2,154,0
r29_BL,ours_16node,202,0
r29_BL,ours_4node,11,0
r29_BL,ours_noatok,82,0
r29_BL,ours_noadaln,281,0
r29_BR,astra,11,0
r29_BR,matrixgame,11,0
r29_BR,minwm,431,0
r29_BR,worldcam,12,0
r29_BR,worldplay,14,0
r29_BR,yume,12,0
r29_BR,ours_pca8,32,0
r29_BR,ours_pca4,16,0
r29_BR,ours_pca2,158,0
r29_BR,ours_16node,38,0
r29_BR,ours_4node,27,0
r29_BR,ours_noatok,12,0
r29_BR,ours_noadaln,14,0
r29_F,astra,10,0
r29_F,matrixgame,20,0
r29_F,minwm,548,0
r29_F,worldcam,41,0
r29_F,worldplay,234,0
r29_F,yume,119,0
r29_F,ours_pca8,190,0
r29_F,ours_pca4,212,0
r29_F,ours_pca2,203,0
r29_F,ours_16node,249,0
r29_F,ours_4node,178,0
r29_F,ours_noatok,207,0
r29_F,ours_noadaln,318,0
r29_FL,astra,29,0
r29_FL,matrixgame,12,0
r29_FL,minwm,494,0
r29_FL,worldcam,7,0
r29_FL,worldplay,39,0
r29_FL,yume,8,0
r29_FL,ours_pca8,102,0
r29_FL,ours_pca4,85,0
r29_FL,ours_pca2,28,0
r29_FL,ours_16node,86,0
r29_FL,ours_4node,20,0
r29_FL,ours_noatok,74,0
r29_FL,ours_noadaln,293,0
r29_FR,astra,14,0
r29_FR,matrixgame,12,0
r29_FR,minwm,419,0
r29_FR,worldcam,11,0
r29_FR,worldplay,11,0
r29_FR,yume,8,0
r29_FR,ours_pca8,46,0
r29_FR,ours_pca4,55,0
r29_FR,ours_pca2,37,0
r29_FR,ours_16node,77,0
r29_FR,ours_4node,59,0
r29_FR,ours_noatok,25,0
r29_FR,ours_noadaln,69,0
r29_L,astra,13,0
r29_L,matrixgame,14,0
r29_L,minwm,473,0
r29_L,worldcam,12,0
r29_L,worldplay,5,0
r29_L,yume,14,0
r29_L,ours_pca8,113,0
r29_L,ours_pca4,83,0
r29_L,ours_pca2,20,0
r29_L,ours_16node,95,0
r29_L,ours_4node,15,0
r29_L,ours_noatok,20,0
r29_L,ours_noadaln,321,0
r29_R,astra,25,0
r29_R,matrixgame,11,0
r29_R,minwm,455,0
r29_R,worldcam,14,0
r29_R,worldplay,15,0
r29_R,yume,81,0
r29_R,ours_pca8,62,0
r29_R,ours_pca4,14,0
r29_R,ours_pca2,13,0
r29_R,ours_16node,33,0
r29_R,ours_4node,13,0
r29_R,ours_noatok,13,0
r29_R,ours_noadaln,14,0
r30_B,astra,98,0
r30_B,matrixgame,14,0
r30_B,minwm,364,0
r30_B,worldcam,1234,1
r30_B,worldplay,13,0
r30_B,yume,83,0
r30_B,ours_pca8,120,0
r30_B,ours_pca4,254,0
r30_B,ours_pca2,350,0
r30_B,ours_16node,146,0
r30_B,ours_4node,193,0
r30_B,ours_noatok,383,0
r30_B,ours_noadaln,409,0
r30_BL,astra,12,0
r30_BL,matrixgame,12,0
r30_BL,minwm,374,0
r30_BL,worldcam,12,0
r30_BL,worldplay,12,0
r30_BL,yume,9,0
r30_BL,ours_pca8,100,0
r30_BL,ours_pca4,127,0
r30_BL,ours_pca2,144,0
r30_BL,ours_16node,130,0
r30_BL,ours_4node,48,0
r30_BL,ours_noatok,115,0
r30_BL,ours_noadaln,400,0
r30_BR,astra,11,0
r30_BR,matrixgame,13,0
r30_BR,minwm,251,0
r30_BR,worldcam,11,0
r30_BR,worldplay,0,0
r30_BR,yume,8,0
r30_BR,ours_pca8,129,0
r30_BR,ours_pca4,127,0
r30_BR,ours_pca2,309,0
r30_BR,ours_16node,160,0
r30_BR,ours_4node,64,0
r30_BR,ours_noatok,40,0
r30_BR,ours_noadaln,66,0
r30_F,astra,17,0
r30_F,matrixgame,13,0
r30_F,minwm,332,0
r30_F,worldcam,116,0
r30_F,worldplay,34,0
r30_F,yume,149,0
r30_F,ours_pca8,311,0
r30_F,ours_pca4,242,0
r30_F,ours_pca2,276,0
r30_F,ours_16node,326,0
r30_F,ours_4node,232,0
r30_F,ours_noatok,211,0
r30_F,ours_noadaln,327,0
r30_FL,astra,15,0
r30_FL,matrixgame,17,0
r30_FL,minwm,347,0
r30_FL,worldcam,11,0
r30_FL,worldplay,4,0
r30_FL,yume,12,0
r30_FL,ours_pca8,240,0
r30_FL,ours_pca4,169,0
r30_FL,ours_pca2,131,0
r30_FL,ours_16node,226,0
r30_FL,ours_4node,206,0
r30_FL,ours_noatok,233,0
r30_FL,ours_noadaln,384,0
r30_FR,astra,18,0
r30_FR,matrixgame,11,0
r30_FR,minwm,275,0
r30_FR,worldcam,9,0
r30_FR,worldplay,11,0
r30_FR,yume,12,0
r30_FR,ours_pca8,246,0
r30_FR,ours_pca4,209,0
r30_FR,ours_pca2,204,0
r30_FR,ours_16node,343,0
r30_FR,ours_4node,85,0
r30_FR,ours_noatok,184,0
r30_FR,ours_noadaln,166,0
r30_L,astra,14,0
r30_L,matrixgame,0,0
r30_L,minwm,494,0
r30_L,worldcam,15,0
r30_L,worldplay,12,0
r30_L,yume,10,0
r30_L,ours_pca8,89,0
r30_L,ours_pca4,37,0
r30_L,ours_pca2,11,0
r30_L,ours_16node,36,0
r30_L,ours_4node,15,0
r30_L,ours_noatok,56,0
r30_L,ours_noadaln,381,0
r30_R,astra,6,0
r30_R,matrixgame,11,0
r30_R,minwm,345,0
r30_R,worldcam,15,0
r30_R,worldplay,12,0
r30_R,yume,11,0
r30_R,ours_pca8,90,0
r30_R,ours_pca4,12,0
r30_R,ours_pca2,167,0
r30_R,ours_16node,152,0
r30_R,ours_4node,9,0
r30_R,ours_noatok,68,0
r30_R,ours_noadaln,13,0
r31_B,astra,23,0
r31_B,matrixgame,18,0
r31_B,minwm,274,0
r31_B,worldcam,536,0
r31_B,worldplay,3,0
r31_B,yume,365,0
r31_B,ours_pca8,261,0
r31_B,ours_pca4,132,0
r31_B,ours_pca2,579,0
r31_B,ours_16node,135,0
r31_B,ours_4node,120,0
r31_B,ours_noatok,417,0
r31_B,ours_noadaln,324,0
r31_BL,astra,36,0
r31_BL,matrixgame,9,0
r31_BL,minwm,39,0
r31_BL,worldcam,11,0
r31_BL,worldplay,10,0
r31_BL,yume,42,0
r31_BL,ours_pca8,62,0
r31_BL,ours_pca4,50,0
r31_BL,ours_pca2,50,0
r31_BL,ours_16node,56,0
r31_BL,ours_4node,10,0
r31_BL,ours_noatok,76,0
r31_BL,ours_noadaln,324,0
r31_BR,astra,6,0
r31_BR,matrixgame,10,0
r31_BR,minwm,156,0
r31_BR,worldcam,3,0
r31_BR,worldplay,9,0
r31_BR,yume,12,0
r31_BR,ours_pca8,11,0
r31_BR,ours_pca4,45,0
r31_BR,ours_pca2,31,0
r31_BR,ours_16node,13,0
r31_BR,ours_4node,13,0
r31_BR,ours_noatok,12,0
r31_BR,ours_noadaln,20,0
r31_F,astra,15,0
r31_F,matrixgame,21,0
r31_F,minwm,185,0
r31_F,worldcam,13,0
r31_F,worldplay,9,0
r31_F,yume,281,0
r31_F,ours_pca8,227,0
r31_F,ours_pca4,270,0
r31_F,ours_pca2,319,0
r31_F,ours_16node,368,0
r31_F,ours_4node,299,0
r31_F,ours_noatok,271,0
r31_F,ours_noadaln,364,0
r31_FL,astra,12,0
r31_FL,matrixgame,12,0
r31_FL,minwm,45,0
r31_FL,worldcam,3,0
r31_FL,worldplay,9,0
r31_FL,yume,109,0
r31_FL,ours_pca8,119,0
r31_FL,ours_pca4,109,0
r31_FL,ours_pca2,99,0
r31_FL,ours_16node,106,0
r31_FL,ours_4node,74,0
r31_FL,ours_noatok,113,0
r31_FL,ours_noadaln,350,0
r31_FR,astra,9,0
r31_FR,matrixgame,12,0
r31_FR,minwm,67,0
r31_FR,worldcam,6,0
r31_FR,worldplay,11,0
r31_FR,yume,13,0
r31_FR,ours_pca8,152,0
r31_FR,ours_pca4,138,0
r31_FR,ours_pca2,197,0
r31_FR,ours_16node,104,0
r31_FR,ours_4node,128,0
r31_FR,ours_noatok,89,0
r31_FR,ours_noadaln,213,0
r31_L,astra,11,0
r31_L,matrixgame,11,0
r31_L,minwm,17,0
r31_L,worldcam,10,0
r31_L,worldplay,9,0
r31_L,yume,127,0
r31_L,ours_pca8,14,0
r31_L,ours_pca4,11,0
r31_L,ours_pca2,9,0
r31_L,ours_16node,13,0
r31_L,ours_4node,12,0
r31_L,ours_noatok,11,0
r31_L,ours_noadaln,314,0
r31_R,astra,8,0
r31_R,matrixgame,11,0
r31_R,minwm,85,0
r31_R,worldcam,12,0
r31_R,worldplay,10,0
r31_R,yume,164,0
r31_R,ours_pca8,10,0
r31_R,ours_pca4,10,0
r31_R,ours_pca2,13,0
r31_R,ours_16node,11,0
r31_R,ours_4node,13,0
r31_R,ours_noatok,16,0
r31_R,ours_noadaln,48,0
